geometry,city,state,state_abbr,county,population
"c(-98.7584859, 33.3641432)",Olney,Texas,TX,Young,3285
"c(-93.7603727, 30.116631)",Orange,Texas,TX,Orange,18595
"c(-94.9725395, 32.2756361)",Overton,Texas,TX,NA,2554
"c(-96.8834633, 32.5412765)",Ovilla,Texas,TX,Ellis,3492
"c(-96.2551568, 28.7312967)",Palacios,Texas,TX,Matagorda,4718
"c(-95.6469527, 31.7545115)",Palestine,Texas,TX,Anderson,18712
"c(-98.295318, 26.2580145)",Palmhurst,Texas,TX,Hidalgo,2607
"c(-98.3789807, 26.2302501)",Palmview,Texas,TX,Hidalgo,5460
"c(-100.9650339, 35.5476659)",Pampa,Texas,TX,Gray,17994
"c(-95.5439795, 33.6681441)",Paris,Texas,TX,Lamar,25171
"c(-96.6256987, 33.0633259)",Parker,Texas,TX,NA,3811
"c(-95.1504783, 29.6582634)",Pasadena,Texas,TX,Harris,149043
"c(-95.3230704, 29.5557611)",Pearland,Texas,TX,Brazoria,91252
"c(-99.0989908, 28.8879253)",Pearsall,Texas,TX,Frio,9146
"c(-103.5056796, 31.4046126)",Pecos,Texas,TX,Reeves,8780
"c(-98.4394371, 26.2499993)",Penitas,Texas,TX,NA,4403
"c(-100.7968661, 36.3935673)",Perryton,Texas,TX,Ochiltree,8802
"c(-97.6059291, 30.4542899)",Pflugerville,Texas,TX,Travis,46936
"c(-98.1999133, 26.171134)",Pharr,Texas,TX,Hildago,70400
"c(-96.9528352, 33.3960208)",Pilot Point,Texas,TX,Denton,3856
"c(-95.5154397, 29.7564116)",Piney Point Village,Texas,TX,Harris,3125
"c(-94.9670625, 32.9986075)",Pittsburg,Texas,TX,Camp,4497
"c(-101.7234407, 34.1908983)",Plainview,Texas,TX,Hale,22194
"c(-96.747944, 33.0507687)",Plano,Texas,TX,Collin,259841
"c(-98.4938219, 28.9637894)",Pleasanton,Texas,TX,Atascosa,8934
"c(-97.0891932, 27.8208977)",Port Aransas,Texas,TX,Nueces,3480
"c(-93.9663195, 29.8334015)",Port Arthur,Texas,TX,Jefferson,53818
"c(-97.2447883, 26.066676)",Port Isabel,Texas,TX,Cameron,5006
"c(-96.6282878, 28.6179667)",Port Lavaca,Texas,TX,Calhoun,12248
"c(-93.9617904, 29.9607676)",Port Neches,Texas,TX,Jefferson,13040
"c(-97.3230837, 27.8811857)",Portland,Texas,TX,San Patricio,15099
"c(-101.3815188, 33.1909104)",Post,Texas,TX,Garza,5376
"c(-98.5740495, 29.0378729)",Poteet,Texas,TX,Atascosa,3260
"c(-95.9909392, 30.0858978)",Prairie View,Texas,TX,Waller,5576
"c(-98.1244182, 27.3586057)",Premont,Texas,TX,Jim Wells,2653
"c(-104.3653211, 29.5603603)",Presidio,Texas,TX,Presidio,4426
"c(-97.7516916, 26.2232157)",Primera,Texas,TX,Cameron,4070
"c(-96.5092692, 33.1841846)",Princeton,Texas,TX,Collin,6807
"c(-97.9565887, 26.0961466)",Progreso,Texas,TX,Hidalgo,5507
"c(-96.8046878, 33.23923)",Prosper,Texas,TX,NA,9423
"c(-99.742889, 34.2953658)",Quanah,Texas,TX,Hardeman,2641
"c(-97.7777441, 26.4757081)",Raymondville,Texas,TX,Willacy,11284
"c(-96.7767918, 32.5081392)",Red Oak,Texas,TX,Ellis,10769
"c(-97.2749812, 28.3074446)",Refugio,Texas,TX,Refugio,2890
"c(-95.4800861, 33.6664968)",Reno,Texas,TX,Lamar,3166
"c(-96.7080688, 32.9722914)",Richardson,Texas,TX,Dallas,99223
"c(-97.2265158, 32.8102381)",Richland Hills,Texas,TX,Tarrant,7801
"c(-95.7616559, 29.5815992)",Richmond,Texas,TX,Fort Bend,11679
"c(-95.400608, 29.1006656)",Richwood,Texas,TX,Brazoria,3510
"c(-99.4843852, 27.3647184)",Rio Bravo,Texas,TX,Webb,4794
"c(-98.8214771, 26.3809995)",Rio Grande City,Texas,TX,Starr,13834
"c(-97.3984228, 32.7767882)",River Oaks,Texas,TX,Tarrant,7427
"c(-97.2291696, 33.0100906)",Roanoke,Texas,TX,Denton,5962
"c(-97.1228756, 31.4514866)",Robinson,Texas,TX,Mclennan,10509
"c(-97.6685195, 27.7885817)",Robstown,Texas,TX,Nueces,11487
"c(-97.0089796, 30.6544336)",Rockdale,Texas,TX,Milam,5595
"c(-97.0505958, 28.0474752)",Rockport,Texas,TX,Aransas,8766
"c(-96.438135, 32.9191818)",Rockwall,Texas,TX,Rockwall,37490
"c(-98.9898475, 26.4067422)",Roma-Los Saenz,Texas,TX,Starr,9765
"c(-95.8112058, 29.5398707)",Rosenberg,Texas,TX,Fort Bend,30618
"c(-97.6673626, 30.5237164)",Round Rock,Texas,TX,Williamson,99887
"c(-96.5486729, 32.9159218)",Rowlett,Texas,TX,Dallas,56199
"c(-96.322065, 32.976587)",Royse City,Texas,TX,Rockwall,9349
"c(-95.1487576, 31.7977594)",Rusk,Texas,TX,Cherokee,5551
"c(-96.5808825, 32.9690084)",Sachse,Texas,TX,Dallas,20329
"c(-97.3652069, 32.8655641)",Saginaw,Texas,TX,Tarrant,19806
"c(-100.4518503, 31.4389124)",San Angelo,Texas,TX,Tom Green,93200
"c(-98.5251419, 29.4724026)",San Antonio,Texas,TX,Bexar,1327407
"c(-97.6440501, 26.129398)",San Benito,Texas,TX,Cameron,24250
"c(-98.2389061, 27.7608905)",San Diego,Texas,TX,Duval,4488
"c(-98.1521939, 26.1901732)",San Juan,Texas,TX,Hidalgo,33856
"c(-97.9315698, 29.8768979)",San Marcos,Texas,TX,Hays,44894
"c(-98.7273434, 31.1958466)",San Saba,Texas,TX,San Saba,3099
"c(-97.1645537, 33.3830474)",Sanger,Texas,TX,Denton,6916
"c(-97.4020311, 32.8027467)",Sansom Park,Texas,TX,Tarrant,4686
"c(-95.1015114, 29.3875998)",Santa Fe,Texas,TX,Galveston,12222
"c(-97.8252548, 26.2560535)",Santa Rosa,Texas,TX,Cameron,2873
"c(-98.257626, 29.5675115)",Schertz,Texas,TX,Guadalupe,31465
"c(-96.9071016, 29.6817312)",Schulenburg,Texas,TX,Fayette,2852
"c(-94.9934244, 29.5929714)",Seabrook,Texas,TX,Harris,11952
"c(-96.5450583, 32.6533835)",Seagoville,Texas,TX,Dallas,14835
"c(-96.161338, 29.7648982)",Sealy,Texas,TX,Austin,6019
"c(-97.9666045, 29.5888703)",Seguin,Texas,TX,Guadelupe,25175
"c(-98.3153116, 29.5864752)",Selma,Texas,TX,NA,5540
"c(-102.6497551, 32.7210938)",Seminole,Texas,TX,Gaines,6430
"c(-99.2584949, 33.5952199)",Seymour,Texas,TX,Baylor,2740
"c(-97.0349926, 33.1621269)",Shady Shores,Texas,TX,NA,2612
"c(-98.5561788, 29.5844482)",Shavano Park,Texas,TX,NA,3035
"c(-96.6219111, 33.6057332)",Sherman,Texas,TX,Grayson,38521
"c(-94.1767866, 30.3454911)",Silsbee,Texas,TX,Hardin,6611
"c(-97.5145739, 28.0407769)",Sinton,Texas,TX,San Patricio,5665
"c(-101.6471372, 33.4423039)",Slaton,Texas,TX,Lubbock,6121
"c(-97.1504098, 30.0071592)",Smithville,Texas,TX,Bastrop,3817
"c(-100.9107305, 32.7135468)",Snyder,Texas,TX,Scurry,11202
"c(-106.2625805, 31.641289)",Socorro,Texas,TX,El Paso,32013
"c(-100.6439572, 30.5707593)",Sonora,Texas,TX,Sutton,3027
"c(-95.2283607, 29.6610243)",South Houston,Texas,TX,Harris,16983
"c(-97.1680615, 26.1169929)",South Padre Island,Texas,TX,NA,2816
"c(-97.1488406, 32.9545039)",Southlake,Texas,TX,Tarrant,26575
"c(-101.1942888, 36.1982679)",Spearman,Texas,TX,Hansford,3368
"c(-95.5040862, 29.7895975)",Spring Valley Village,Texas,TX,Harris,3715
"c(-97.6807598, 32.9695761)",Springtown,Texas,TX,NA,2658
"c(-95.5657029, 29.6257301)",Stafford,Texas,TX,Fort Bend,17693
"c(-99.5922172, 33.0499308)",Stamford,Texas,TX,Jones,3124
"c(-98.2199185, 32.2152247)",Stephenville,Texas,TX,Erath,17123
"c(-95.6294293, 29.5969266)",Sugar Land,Texas,TX,Fort Bend,78817
"c(-98.5644417, 26.2752169)",Sullivan City,Texas,TX,Hidalgo,4002
"c(-95.6147023, 33.1431078)",Sulpher Springs,Texas,TX,Hopkins,15449
"c(-96.5585498, 32.7997522)",Sunnyvale,Texas,TX,Dallas,5130
"c(-95.698269, 29.0460314)",Sweeny,Texas,TX,Brazoria,3684
"c(-100.4096087, 32.4676988)",Sweetwater,Texas,TX,Nolan,10906
"c(-97.391235, 27.980097)",Taft,Texas,TX,San Patricio,3048
"c(-101.7950806, 33.163777)",Tahoka,Texas,TX,Lynn,2673
"c(-97.4197001, 30.5731704)",Taylor,Texas,TX,Williamson,15191
"c(-95.0552604, 29.5748037)",Taylor Lake Village,Texas,TX,Harris,3544
"c(-96.2808184, 31.6294871)",Teague,Texas,TX,Freestone,3560
"c(-97.3825222, 31.1056563)",Temple,Texas,TX,Bell,66102
"c(-96.2870104, 32.730305)",Terrell,Texas,TX,Kaufman,15816
"c(-98.447102, 29.4770993)",Terrell Hills,Texas,TX,Bexar,4878
"c(-94.0812172, 33.4481054)",Texarkana,Texas,TX,Bowie,36411
"c(-94.8926947, 29.4337172)",Texas City,Texas,TX,Galveston,45099
"c(-96.903328, 33.0896091)",The Colony,Texas,TX,Denton,36328
"c(-95.6194098, 30.0973578)",Tomball,Texas,TX,Harris,10753
"c(-95.3735636, 30.9444537)",Trinity,Texas,TX,Trinity,2697
"c(-97.1954241, 33.0012578)",Trophy Club,Texas,TX,Denton,8024
"c(-101.7744341, 34.5378637)",Tulia,Texas,TX,Swisher,4967
"c(-95.3046306, 32.3149536)",Tyler,Texas,TX,Smith,96900
"c(-98.3075775, 29.5519998)",Universal City,Texas,TX,Bexar,18530
"c(-96.7952496, 32.8486235)",University Park,Texas,TX,Dallas,23068
"c(-99.7772147, 29.2151835)",Uvalde,Texas,TX,Uvalde,15751
"c(-95.6375795, 32.5238677)",Van,Texas,TX,NA,2632
"c(-96.579486, 33.4204502)",Van Alstyne,Texas,TX,Grayson,3046
"c(-97.1022681, 32.4307592)",Venus,Texas,TX,NA,2960
"c(-99.3004271, 34.1476635)",Vernon,Texas,TX,Wilbarger,11002
"c(-96.9854095, 28.8268909)",Victoria,Texas,TX,Victoria,62592
"c(-93.9917327, 30.1281394)",Vidor,Texas,TX,Orange,10579
"c(-97.1860267, 31.5601108)",Waco,Texas,TX,Mclennan,124805
"c(-94.118707, 33.4240495)",Wake Village,Texas,TX,Bowie,5492
"c(-97.2514879, 32.8717988)",Watauga,Texas,TX,Tarrant,23497
"c(-96.842674, 32.4026743)",Waxahachie,Texas,TX,Ellis,29621
"c(-97.7657306, 32.755397)",Weatherford,Texas,TX,Parker,25250
"c(-95.1164775, 29.5320724)",Webster,Texas,TX,Harris,10400
"c(-97.9881034, 26.1590812)",Weslaco,Texas,TX,Hildago,35670
"c(-97.094147, 31.803295)",West,Texas,TX,Mclennan,2807
"c(-95.6494515, 29.1419256)",West Columbia,Texas,TX,Brazoria,3905
"c(-97.8084466, 30.292058)",West Lake Hills,Texas,TX,Travis,3063
"c(-93.7595361, 30.0791365)",West Orange,Texas,TX,Orange,3443
"c(-95.4316281, 29.7154417)",West University Place,Texas,TX,Harris,14787
"c(-96.103765, 29.3144871)",Wharton,Texas,TX,Wharton,8832
"c(-94.8555965, 32.5303905)",White Oak,Texas,TX,Gregg,6469
"c(-97.4606867, 32.7550533)",White Settlement,Texas,TX,Tarrant,16116
"c(-95.222336, 32.222642)",Whitehouse,Texas,TX,Smith,7660
"c(-96.901467, 33.6606502)",Whitesboro,Texas,TX,Grayson,3793
"c(-98.525854, 33.9066992)",Wichita Falls,Texas,TX,Wichita,104553
"c(-95.4821272, 30.4259469)",Willis,Texas,TX,Montgomery,5662
"c(-97.6552016, 32.7608599)",Willow Park,Texas,TX,Parker,3982
"c(-96.0049737, 32.709449)",Wills Point,Texas,TX,Van Zandt,3524
"c(-96.6816064, 32.5990299)",Wilmer,Texas,TX,Dallas,3682
"c(-98.0905526, 29.9848041)",Wimberley,Texas,TX,NA,2626
"c(-98.3813411, 29.5148315)",Windcrest,Texas,TX,Bexar,5364
"c(-95.2913841, 32.9561438)",Winnsboro,Texas,TX,Franklin,3434
"c(-99.9589592, 31.9488948)",Winters,Texas,TX,Runnels,2562
"c(-102.0045128, 33.5169144)",Wolfforth,Texas,TX,Lubbock,3670
"c(-94.4265915, 30.7740811)",Woodville,Texas,TX,NA,2586
"c(-97.230789, 31.4983337)",Woodway,Texas,TX,Mclennan,8452
"c(-96.5150023, 33.0362477)",Wylie,Texas,TX,Collin,41427
"c(-97.1470102, 29.2932037)",Yoakum,Texas,TX,Multiple,5815
"c(-111.7729074, 40.4621154)",Alpine,Utah,UT,Utah,9555
"c(-111.7936035, 40.3815524)",American Fork,Utah,UT,Utah,26263
"c(-112.640143, 38.2737981)",Beaver,Utah,UT,NA,3112
"c(-109.5128597, 37.6231718)",Blanding,Utah,UT,San Juan,3375
"c(-111.9396185, 40.4796693)",Bluffdale,Utah,UT,Salt Lake,7598
"c(-111.86121, 40.8724767)",Bountiful,Utah,UT,Davis,42552
"c(-112.0404666, 41.4980404)",Brigham,Utah,UT,Boxelder,17899
"c(-113.0933522, 37.6845854)",Cedar City,Utah,UT,Iron,28857
"c(-111.7637898, 40.4223123)",Cedar Hills,Utah,UT,Utah,9796
"c(-111.8833993, 40.9262808)",Centerville,Utah,UT,Davis,15335
"c(-112.0174687, 41.096778)",Clearfield,Utah,UT,Davis,30112
"c(-112.0664168, 41.1387396)",Clinton,Utah,UT,Davis,20426
"c(-111.8151782, 40.6152951)",Cottonwood Heights,Utah,UT,NA,33433
"c(-112.5729928, 39.35487)",Delta,Utah,UT,Millard,3436
"c(-111.8606514, 40.4951914)",Draper,Utah,UT,Salt Lake,42274
"c(-112.0026846, 40.3142354)",Eagle Mountain,Utah,UT,NA,21415
"c(-113.042831, 37.7666682)",Enoch,Utah,UT,Iron,5803
"c(-111.5820719, 39.3575066)",Ephraim,Utah,UT,Sanpete,6135
"c(-111.9073875, 40.9845596)",Farmington,Utah,UT,Davis,18275
"c(-112.0316495, 41.3010842)",Farr West,Utah,UT,Weber,5928
"c(-111.9068247, 41.0281079)",Fruit Heights,Utah,UT,Davis,4987
"c(-112.4683684, 40.5970116)",Grantsville,Utah,UT,Tooele,8893
"c(-111.8133016, 39.1571098)",Gunnison,Utah,UT,NA,3285
"c(-111.9860266, 41.2854486)",Harrisville,Utah,UT,Weber,5567
"c(-111.398181, 40.5071654)",Heber,Utah,UT,Wasatch,11362
"c(-112.014715, 40.4879378)",Herriman,Utah,UT,NA,21785
"c(-111.795474, 40.4270623)",Highland,Utah,UT,Utah,15523
"c(-113.0016918, 37.0064598)",Hildale,Utah,UT,NA,2726
"c(-111.823523, 40.6577788)",Holladay,Utah,UT,Salt Lake,26472
"c(-112.3454242, 41.1644958)",Hooper,Utah,UT,NA,7218
"c(-113.3583195, 37.1503083)",Hurricane,Utah,UT,Washington,13748
"c(-111.8147533, 41.798554)",Hyde Park,Utah,UT,Cache,3833
"c(-111.8427105, 41.6327442)",Hyrum,Utah,UT,Cache,7609
"c(-113.6808407, 37.1746342)",Ivins,Utah,UT,Washington,6753
"c(-112.5229865, 37.0250823)",Kanab,Utah,UT,Kane,4312
"c(-111.9449337, 41.0290526)",Kaysville,Utah,UT,Davis,27300
"c(-113.2518958, 37.2312067)",La Verkin,Utah,UT,Washington,4060
"c(-111.9607269, 41.077423)",Layton,Utah,UT,Davis,67311
"c(-111.8789511, 40.4166714)",Lehi,Utah,UT,Utah,47407
"c(-111.7175482, 40.3408446)",Lindon,Utah,UT,Utah,10070
"c(-111.8417642, 41.7402562)",Logan,Utah,UT,Cache,48174
"c(-111.6375024, 39.2670735)",Manti,Utah,UT,Sanpete,3276
"c(-111.5703969, 40.121456)",Mapleton,Utah,UT,Utah,7979
"c(-111.892684, 40.6147354)",Midvale,Utah,UT,Salt Lake,27964
"c(-111.475184, 40.5179737)",Midway,Utah,UT,NA,3845
"c(-109.5515284, 38.5746397)",Moab,Utah,UT,Grand,5046
"c(-111.6806324, 41.0423131)",Morgan,Utah,UT,Morgan,3687
"c(-111.455753, 39.540906)",Mount Pleasant,Utah,UT,Sanpete,3260
"c(-111.8865189, 40.6505854)",Murray,Utah,UT,Salt Lake,46746
"c(-111.8321846, 39.7074207)",Nephi,Utah,UT,Juab,5389
"c(-111.845025, 41.67279)",Nibley,Utah,UT,NA,5438
"c(-111.8064345, 41.7755265)",North Logan,Utah,UT,Cache,8269
"c(-111.9579533, 41.311385)",North Ogden,Utah,UT,Weber,17357
"c(-111.9197467, 40.8450367)",North Salt Lake,Utah,UT,Davis,16322
"c(-111.9660803, 41.2279274)",Ogden,Utah,UT,Weber,82825
"c(-111.6991905, 40.2987092)",Orem,Utah,UT,Utah,88328
"c(-111.5054392, 40.6452391)",Park City,Utah,UT,Summit,7558
"c(-112.8299753, 37.8327449)",Parowan,Utah,UT,Iron,2790
"c(-111.7297926, 40.0358055)",Payson,Utah,UT,Utah,18294
"c(-112.0403314, 41.4648634)",Perry,Utah,UT,NA,4512
"c(-112.0943477, 41.3078988)",Plain City,Utah,UT,Weber,5476
"c(-111.7411172, 40.3714228)",Pleasant Grove,Utah,UT,Utah,33509
"c(-112.0005728, 41.3248032)",Pleasant View,Utah,UT,Weber,7979
"c(-110.8002663, 39.6040341)",Price,Utah,UT,Carbon,8715
"c(-111.8123345, 41.702789)",Providence,Utah,UT,Cache,7075
"c(-111.6448069, 40.2453301)",Provo,Utah,UT,Utah,112488
"c(-112.092791, 38.7634084)",Richfield,Utah,UT,Sevier,7551
"c(-112.0023976, 41.1735821)",Riverdale,Utah,UT,Weber,8426
"c(-111.9636492, 40.5176268)",Riverton,Utah,UT,Salt Lake,38753
"c(-109.9992255, 40.2800338)",Roosevelt,Utah,UT,Duchesne,6046
"c(-112.048, 41.1716006)",Roy,Utah,UT,Weber,36884
"c(-111.6723614, 40.0538155)",Salem,Utah,UT,Utah,6423
"c(-111.9314142, 40.7785197)",Salt Lake City,Utah,UT,Salt Lake,186440
"c(-111.8522856, 40.5715632)",Sandy,Utah,UT,Salt Lake,87461
"c(-113.6566214, 37.1313915)",Santa Clara,Utah,UT,Washington,6003
"c(-111.7936149, 39.9698613)",Santaquin,Utah,UT,Utah,9128
"c(-111.9118541, 40.3452882)",Saratoga Springs,Utah,UT,NA,17781
"c(-111.8273133, 41.8345858)",Smithfield,Utah,UT,Cache,9495
"c(-111.9785839, 40.5553029)",South Jordan,Utah,UT,Salt Lake,50418
"c(-111.9568184, 41.1714937)",South Ogden,Utah,UT,Weber,16532
"c(-111.8986227, 40.7056527)",South Salt Lake,Utah,UT,Salt Lake,23617
"c(-111.9415883, 41.1346925)",South Weber,Utah,UT,Davis,6051
"c(-111.6376435, 40.1073009)",Spanish Fork,Utah,UT,Utah,34691
"c(-111.6213916, 40.1631835)",Springville,Utah,UT,Utah,29466
"c(-113.5805004, 37.076062)",St. George,Utah,UT,Washington,72897
"c(-112.0283883, 41.1380596)",Sunset,Utah,UT,Davis,5122
"c(-112.0668928, 41.0876272)",Syracuse,Utah,UT,Davis,24331
"c(-111.9493439, 40.6569551)",Taylorsville,Utah,UT,Salt Lake,58652
"c(-112.3099541, 40.5470182)",Tooele,Utah,UT,Tooele,31605
"c(-112.188758, 41.7187259)",Tremonton,Utah,UT,Box Elder,7647
"c(-109.5379598, 40.4517045)",Vernal,Utah,UT,Uintah,9089
"c(-113.4941855, 37.1258692)",Washington,Utah,UT,Washington,18761
"c(-111.9782626, 41.1688611)",Washington Terrace,Utah,UT,Weber,9067
"c(-111.9389521, 41.6252913)",Wellsville,Utah,UT,Cache,3432
"c(-111.9080864, 40.9017376)",West Bountiful,Utah,UT,Davis,5265
"c(-112.0536269, 41.2081793)",West Haven,Utah,UT,Weber,10272
"c(-112.0009675, 40.6022641)",West Jordan,Utah,UT,Salt Lake,103712
"c(-112.0982319, 41.1217335)",West Point,Utah,UT,Davis,9511
"c(-112.0117586, 40.6884927)",West Valley City,Utah,UT,Salt Lake,129480
"c(-111.9170009, 40.8733692)",Woods Cross,Utah,UT,Davis,9761
"c(-81.9709269, 36.7092239)",Abingdon,Virginia,VA,Washington,8191
"c(-77.0820263, 38.8183429)",Alexandria,Virginia,VA,Alexandria City,139966
"c(-79.2835123, 37.1231102)",Altavista,Virginia,VA,Campbell,3450
"c(-77.4707338, 37.7603321)",Ashland,Virginia,VA,Hanover,7225
"c(-79.5207054, 37.3381555)",Bedford,Virginia,VA,Bedford,6222
"c(-77.9823326, 39.1510503)",Berryville,Virginia,VA,Clarke,4185
"c(-82.7774592, 36.8612219)",Big Stone Gap,Virginia,VA,Wise,5614
"c(-80.4267452, 37.2312641)",Blacksburg,Virginia,VA,Montgomery,42620
"c(-78.0028118, 37.0818217)",Blackstone,Virginia,VA,Nottoway,3621
"c(-81.2744842, 37.2353218)",Bluefield,Virginia,VA,Tazewell,5444
"c(-78.9644073, 38.3885733)",Bridgewater,Virginia,VA,Rockingham,5644
"c(-82.1575641, 36.6169541)",Bristol,Virginia,VA,Washington,17835
"c(-78.8013657, 38.6084852)",Broadway,Virginia,VA,NA,3691
"c(-79.3563746, 37.7316634)",Buena Vista,Virginia,VA,Buena Vista City,6650
"c(-78.4853806, 38.0376579)",Charlottesville,Virginia,VA,Charlottesville City,43475
"c(-76.3017884, 36.6793761)",Chesapeake,Virginia,VA,Chesapeake City,222209
"c(-75.3533226, 37.9492472)",Chincoteague,Virginia,VA,Accomack,2941
"c(-80.4024076, 37.141342)",Christiansburg,Virginia,VA,Montgomery,21041
"c(-79.8251609, 37.8233238)",Clifton Forge,Virginia,VA,Clifton Forge City,3884
"c(-76.9937289, 38.2644068)",Colonial Beach,Virginia,VA,Westmoreland,3542
"c(-77.3968043, 37.2616846)",Colonial Heights,Virginia,VA,Chesterfield,17411
"c(-79.986039, 37.7781426)",Covington,Virginia,VA,Allegheny,5961
"c(-78.0028077, 38.4701487)",Culpeper,Virginia,VA,Culpeper,16379
"c(-79.4080707, 36.5833337)",Danville,Virginia,VA,Danville City,43055
"c(-80.6896997, 37.1055029)",Dublin,Virginia,VA,NA,2534
"c(-77.3224211, 38.5673478)",Dumfries,Virginia,VA,Prince William,4961
"c(-78.6146528, 38.4107652)",Elkton,Virginia,VA,NA,2726
"c(-77.5359753, 36.696182)",Emporia,Virginia,VA,Greensville,5927
"c(-77.2990252, 38.8531833)",Fairfax,Virginia,VA,Fairfax City,22565
"c(-77.1746385, 38.8837873)",Falls Church,Virginia,VA,Fairfax,12332
"c(-78.3993262, 37.2974582)",Farmville,Virginia,VA,Prince Edward,8216
"c(-76.9413956, 36.6840142)",Franklin,Virginia,VA,Southhampton,8582
"c(-77.4866583, 38.2992718)",Fredericksburg,Virginia,VA,Fredericksburg City,24286
"c(-78.1856483, 38.9248476)",Front Royal,Virginia,VA,Warren,14440
"c(-80.9143083, 36.6656397)",Galax,Virginia,VA,Multiple,7042
"c(-78.8236465, 38.269912)",Grottoes,Virginia,VA,NA,2668
"c(-76.2971486, 37.0480303)",Hampton,Virginia,VA,Hampton City,137436
"c(-78.8741973, 38.4360126)",Harrisonburg,Virginia,VA,Harrisonburg City,48914
"c(-77.3871077, 38.9704111)",Herndon,Virginia,VA,Fairfax,23292
"c(-80.7336301, 36.7625947)",Hillsville,Virginia,VA,Carroll,2681
"c(-77.2989443, 37.2910098)",Hopewell,Virginia,VA,Hopewell City,22591
"c(-82.0785796, 36.8993964)",Lebanon,Virginia,VA,Russell,3424
"c(-77.5555736, 39.1065062)",Leesburg,Virginia,VA,Loudoun,42616
"c(-79.4443196, 37.7823316)",Lexington,Virginia,VA,Rockbridge,7042
"c(-78.4544761, 38.6641843)",Luray,Virginia,VA,Page,4895
"c(-79.1954582, 37.3990161)",Lynchburg,Virginia,VA,Lynchburg City,75568
"c(-77.484727, 38.7475611)",Manassas,Virginia,VA,Manassas City,37821
"c(-77.4486805, 38.768991)",Manassas Park,Virginia,VA,Manassas Park City,14273
"c(-81.5138972, 36.8387906)",Marion,Virginia,VA,Smyth,5968
"c(-79.8636475, 36.6835269)",Martinsville,Virginia,VA,Martinsville City,13821
"c(-76.5217187, 37.0759784)",Newport News,Virginia,VA,Newport News City,180719
"c(-76.2446413, 36.9230149)",Norfolk,Virginia,VA,Norfolk City,242803
"c(-82.625996, 36.9315489)",Norton,Virginia,VA,Wise,3958
"c(-78.1112699, 38.2502527)",Orange,Virginia,VA,Orange,4721
"c(-80.727293, 37.3286828)",Pearisburg,Virginia,VA,Giles,2786
"c(-77.3923681, 37.2047302)",Petersburg,Virginia,VA,Petersburg City,32420
"c(-76.3035337, 37.1283599)",Poquoson,Virginia,VA,Poquoson City,12150
"c(-76.3562686, 36.8594298)",Portsmouth,Virginia,VA,Portsmouth City,95535
"c(-80.7619186, 37.0527704)",Pulaski,Virginia,VA,Pulaski,9086
"c(-77.7113926, 39.1374984)",Purcellville,Virginia,VA,Loudoun,7727
"c(-80.5570481, 37.120036)",Radford,Virginia,VA,Radford City,16408
"c(-81.808184, 37.0872998)",Richlands,Virginia,VA,Tazewell,5823
"c(-77.4760085, 37.531399)",Richmond,Virginia,VA,Richmond City,204214
"c(-79.9584716, 37.2778301)",Roanoke,Virginia,VA,Roanoke City,97032
"c(-79.8841306, 37.0048706)",Rocky Mount,Virginia,VA,Franklin,4799
"c(-80.0552407, 37.2853329)",Salem,Virginia,VA,Roanoke,24802
"c(-76.612997, 36.9718727)",Smithfield,Virginia,VA,Isle Of Wight,8089
"c(-78.9134858, 36.7116655)",South Boston,Virginia,VA,Halifax,8142
"c(-78.1288865, 36.7256615)",South Hill,Virginia,VA,Mecklenburg,4650
"c(-79.0615011, 38.1580558)",Staunton,Virginia,VA,Staunton City,23746
"c(-78.3451314, 38.9952649)",Strasburg,Virginia,VA,Shenandoah,6398
"c(-76.6347808, 36.6971573)",Suffolk,Virginia,VA,Suffolk City,84585
"c(-81.5138087, 37.1300083)",Tazewell,Virginia,VA,Tazewell,4627
"c(-78.7711379, 38.6337766)",Timberville,Virginia,VA,NA,2522
"c(-77.2604627, 38.8991582)",Vienna,Virginia,VA,Fairfax,15687
"c(-79.8881943, 37.2742363)",Vinton,Virginia,VA,Roanoke,8098
"c(-76.0240202, 36.7793219)",Virginia Beach,Virginia,VA,Princess Anne,437994
"c(-77.797316, 38.7178169)",Warrenton,Virginia,VA,Fauquier,9611
"c(-78.9014197, 38.0671571)",Waynesboro,Virginia,VA,Augusta,21006
"c(-76.8017997, 37.552283)",West Point,Virginia,VA,King William,3306
"c(-76.7067172, 37.269293)",Williamsburg,Virginia,VA,Williamsburg City,14068
"c(-78.1763562, 39.1738688)",Winchester,Virginia,VA,Winchester City,26203
"c(-76.7393788, 36.8104475)",Windsor,Virginia,VA,NA,2626
"c(-82.5806549, 36.976692)",Wise,Virginia,VA,Wise,3286
"c(-78.5171305, 38.8721146)",Woodstock,Virginia,VA,Shenandoah,5097
"c(-81.0884377, 36.9533853)",Wytheville,Virginia,VA,Wythe,8211
"c(-72.5079932, 44.1991117)",Barre,Vermont,VT,Washington,9052
"c(-72.4592046, 43.1341353)",Bellows Falls,Vermont,VT,Windham,3148
"c(-73.2393625, 44.4919905)",Burlington,Vermont,VT,Chittenden,42417
"c(-73.1147747, 44.4906437)",Essex Junction,Vermont,VT,Chittenden,9271
"c(-72.5715237, 44.2664485)",Montpelier,Vermont,VT,Washington,7855
"c(-72.2194775, 44.9417038)",Newport,Vermont,VT,Orleans,4589
"c(-72.9777884, 43.6096702)",Rutland,Vermont,VT,Rutland,16495
