state,date,cases,deaths
Illinois,2020-06-01,121234,5412
Illinois,2020-06-02,122848,5525
Illinois,2020-06-03,123830,5621
Illinois,2020-06-04,124759,5736
Illinois,2020-06-05,125915,5795
Illinois,2020-06-06,126890,5864
Illinois,2020-06-07,127757,5904
Illinois,2020-06-08,128415,5924
Illinois,2020-06-09,129212,6018
Illinois,2020-06-10,129837,6095
Illinois,2020-06-11,130603,6185
Illinois,2020-06-12,131198,6260
Illinois,2020-06-13,131871,6289
Illinois,2020-06-14,132543,6308
Illinois,2020-06-15,133016,6326
Illinois,2020-06-16,133639,6398
Illinois,2020-06-17,134185,6485
Illinois,2020-06-18,134778,6537
Illinois,2020-06-19,135470,6580
Illinois,2020-06-20,136104,6625
Illinois,2020-06-21,136762,6647
Illinois,2020-06-22,137224,6671
Illinois,2020-06-23,137825,6707
Illinois,2020-06-24,138540,6770
Illinois,2020-06-25,139434,6810
Illinois,2020-06-26,140291,6847
Illinois,2020-06-27,141077,6873
Illinois,2020-06-28,141723,6888
Illinois,2020-06-29,142461,6902
Illinois,2020-06-30,143185,6923
Illinois,2020-07-01,144013,6951
Illinois,2020-07-02,144882,6987
Illinois,2020-07-03,145750,7005
Illinois,2020-07-04,146612,7014
Illinois,2020-07-05,147251,7020
Illinois,2020-07-06,147865,7026
Illinois,2020-07-07,149574,7273
Illinois,2020-07-08,150554,7309
Illinois,2020-07-09,151572,7329
Illinois,2020-07-10,152899,7345
Indiana,2020-01-22,0,0
Indiana,2020-01-23,0,0
Indiana,2020-01-24,0,0
Indiana,2020-01-25,0,0
Indiana,2020-01-26,0,0
Indiana,2020-01-27,0,0
Indiana,2020-01-28,0,0
Indiana,2020-01-29,0,0
Indiana,2020-01-30,0,0
Indiana,2020-01-31,0,0
Indiana,2020-02-01,0,0
Indiana,2020-02-02,0,0
Indiana,2020-02-03,0,0
Indiana,2020-02-04,0,0
Indiana,2020-02-05,0,0
Indiana,2020-02-06,0,0
Indiana,2020-02-07,0,0
Indiana,2020-02-08,0,0
Indiana,2020-02-09,0,0
Indiana,2020-02-10,0,0
Indiana,2020-02-11,0,0
Indiana,2020-02-12,0,0
Indiana,2020-02-13,0,0
Indiana,2020-02-14,0,0
Indiana,2020-02-15,0,0
Indiana,2020-02-16,0,0
Indiana,2020-02-17,0,0
Indiana,2020-02-18,0,0
Indiana,2020-02-19,0,0
Indiana,2020-02-20,0,0
Indiana,2020-02-21,0,0
Indiana,2020-02-22,0,0
Indiana,2020-02-23,0,0
Indiana,2020-02-24,0,0
Indiana,2020-02-25,0,0
Indiana,2020-02-26,0,0
Indiana,2020-02-27,0,0
Indiana,2020-02-28,0,0
Indiana,2020-02-29,0,0
Indiana,2020-03-01,0,0
Indiana,2020-03-02,0,0
Indiana,2020-03-03,0,0
Indiana,2020-03-04,0,0
Indiana,2020-03-05,0,0
Indiana,2020-03-06,1,0
Indiana,2020-03-07,1,0
Indiana,2020-03-08,2,0
Indiana,2020-03-09,3,0
Indiana,2020-03-10,6,0
Indiana,2020-03-11,11,0
Indiana,2020-03-12,13,0
Indiana,2020-03-13,13,0
Indiana,2020-03-14,16,0
Indiana,2020-03-15,20,0
Indiana,2020-03-16,25,1
Indiana,2020-03-17,30,2
Indiana,2020-03-18,38,2
Indiana,2020-03-19,60,2
Indiana,2020-03-20,86,3
Indiana,2020-03-21,128,4
Indiana,2020-03-22,204,6
Indiana,2020-03-23,270,7
Indiana,2020-03-24,368,12
Indiana,2020-03-25,477,14
Indiana,2020-03-26,645,17
Indiana,2020-03-27,979,25
Indiana,2020-03-28,1233,31
Indiana,2020-03-29,1513,32
Indiana,2020-03-30,1786,35
Indiana,2020-03-31,2158,49
Indiana,2020-04-01,2564,65
Indiana,2020-04-02,3038,78
Indiana,2020-04-03,3437,102
Indiana,2020-04-04,3953,116
Indiana,2020-04-05,4411,127
Indiana,2020-04-06,4956,143
Indiana,2020-04-07,5510,173
Indiana,2020-04-08,5943,203
Indiana,2020-04-09,6351,245
Indiana,2020-04-10,6907,300
Indiana,2020-04-11,7435,330
Indiana,2020-04-12,7928,343
Indiana,2020-04-13,8359,350
Indiana,2020-04-14,8527,387
Indiana,2020-04-15,8960,436
Indiana,2020-04-16,9542,477
Indiana,2020-04-17,10154,522
Indiana,2020-04-18,10641,545
Indiana,2020-04-19,11211,562
Indiana,2020-04-20,11688,577
Indiana,2020-04-21,12097,635
Indiana,2020-04-22,12438,666
Indiana,2020-04-23,13039,706
Indiana,2020-04-24,13681,741
Indiana,2020-04-25,14399,786
Indiana,2020-04-26,15012,813
Indiana,2020-04-27,15961,844
Indiana,2020-04-28,16588,901
Indiana,2020-04-29,17182,964
Indiana,2020-04-30,17835,1114
Indiana,2020-05-01,18630,1175
Indiana,2020-05-02,19295,1115
Indiana,2020-05-03,19933,1132
Indiana,2020-05-04,20507,1151
Indiana,2020-05-05,21033,1211
Indiana,2020-05-06,21870,1377
Indiana,2020-05-07,22503,1414
Indiana,2020-05-08,23146,1447
Indiana,2020-05-09,23732,1490
Indiana,2020-05-10,24126,1508
Indiana,2020-05-11,24627,1540
Indiana,2020-05-12,25127,1578
Indiana,2020-05-13,25473,1619
Indiana,2020-05-14,26053,1646
Indiana,2020-05-15,26656,1691
Indiana,2020-05-16,27280,1741
Indiana,2020-05-17,27778,1751
Indiana,2020-05-18,28255,1765
Indiana,2020-05-19,28705,1824
Indiana,2020-05-20,29274,1864
Indiana,2020-05-21,29936,1913
Indiana,2020-05-22,30409,1941
Indiana,2020-05-23,30901,1964
Indiana,2020-05-24,31376,1976
Indiana,2020-05-25,31715,1984
Indiana,2020-05-26,32078,2004
Indiana,2020-05-27,32437,2030
Indiana,2020-05-28,33068,2068
Indiana,2020-05-29,33558,2110
Indiana,2020-05-30,34211,2125
Indiana,2020-05-31,34574,2134
Indiana,2020-06-01,34830,2143
Indiana,2020-06-02,35237,2197
Indiana,2020-06-03,35712,2207
Indiana,2020-06-04,36096,2231
Indiana,2020-06-05,36578,2258
Indiana,2020-06-06,36997,2292
Indiana,2020-06-07,37397,2303
Indiana,2020-06-08,37623,2316
Indiana,2020-06-09,38033,2339
Indiana,2020-06-10,38337,2355
Indiana,2020-06-11,38748,2380
Indiana,2020-06-12,39146,2396
Indiana,2020-06-13,39543,2413
Indiana,2020-06-14,39909,2422
Indiana,2020-06-15,40430,2433
Indiana,2020-06-16,40786,2447
Indiana,2020-06-17,41013,2475
Indiana,2020-06-18,41438,2491
Indiana,2020-06-19,41746,2516
Indiana,2020-06-20,42061,2536
Indiana,2020-06-21,42423,2540
Indiana,2020-06-22,42633,2553
Indiana,2020-06-23,42871,2569
Indiana,2020-06-24,43140,2578
Indiana,2020-06-25,43655,2586
Indiana,2020-06-26,44140,2595
Indiana,2020-06-27,44575,2616
Indiana,2020-06-28,44930,2619
Indiana,2020-06-29,45228,2624
Indiana,2020-06-30,45594,2640
Indiana,2020-07-01,45952,2650
Indiana,2020-07-02,46387,2662
Indiana,2020-07-03,46915,2681
Indiana,2020-07-04,47432,2687
Indiana,2020-07-05,48201,2693
Indiana,2020-07-06,48524,2698
Indiana,2020-07-07,48626,2717
Indiana,2020-07-08,49063,2732
Indiana,2020-07-09,49575,2739
Indiana,2020-07-10,50300,2748
Iowa,2020-01-22,0,0
Iowa,2020-01-23,0,0
Iowa,2020-01-24,0,0
Iowa,2020-01-25,0,0
Iowa,2020-01-26,0,0
Iowa,2020-01-27,0,0
Iowa,2020-01-28,0,0
Iowa,2020-01-29,0,0
Iowa,2020-01-30,0,0
Iowa,2020-01-31,0,0
Iowa,2020-02-01,0,0
Iowa,2020-02-02,0,0
Iowa,2020-02-03,0,0
Iowa,2020-02-04,0,0
Iowa,2020-02-05,0,0
Iowa,2020-02-06,0,0
Iowa,2020-02-07,0,0
Iowa,2020-02-08,0,0
Iowa,2020-02-09,0,0
Iowa,2020-02-10,0,0
Iowa,2020-02-11,0,0
Iowa,2020-02-12,0,0
Iowa,2020-02-13,0,0
Iowa,2020-02-14,0,0
Iowa,2020-02-15,0,0
Iowa,2020-02-16,0,0
Iowa,2020-02-17,0,0
Iowa,2020-02-18,0,0
Iowa,2020-02-19,0,0
Iowa,2020-02-20,0,0
Iowa,2020-02-21,0,0
Iowa,2020-02-22,0,0
Iowa,2020-02-23,0,0
Iowa,2020-02-24,0,0
Iowa,2020-02-25,0,0
Iowa,2020-02-26,0,0
Iowa,2020-02-27,0,0
Iowa,2020-02-28,0,0
Iowa,2020-02-29,0,0
Iowa,2020-03-01,0,0
Iowa,2020-03-02,0,0
Iowa,2020-03-03,0,0
Iowa,2020-03-04,0,0
Iowa,2020-03-05,0,0
Iowa,2020-03-06,0,0
Iowa,2020-03-07,0,0
Iowa,2020-03-08,0,0
Iowa,2020-03-09,3,0
Iowa,2020-03-10,8,0
Iowa,2020-03-11,13,0
Iowa,2020-03-12,14,0
Iowa,2020-03-13,17,0
Iowa,2020-03-14,17,0
Iowa,2020-03-15,18,0
Iowa,2020-03-16,23,0
Iowa,2020-03-17,23,0
Iowa,2020-03-18,38,0
Iowa,2020-03-19,44,0
Iowa,2020-03-20,45,0
Iowa,2020-03-21,69,0
Iowa,2020-03-22,90,0
Iowa,2020-03-23,105,0
Iowa,2020-03-24,124,0
Iowa,2020-03-25,146,1
Iowa,2020-03-26,179,1
Iowa,2020-03-27,235,3
Iowa,2020-03-28,298,3
Iowa,2020-03-29,336,4
Iowa,2020-03-30,424,6
Iowa,2020-03-31,497,7
Iowa,2020-04-01,547,9
Iowa,2020-04-02,614,11
Iowa,2020-04-03,699,11
Iowa,2020-04-04,787,14
Iowa,2020-04-05,869,18
Iowa,2020-04-06,946,25
Iowa,2020-04-07,1046,25
Iowa,2020-04-08,1145,27
Iowa,2020-04-09,1270,29
Iowa,2020-04-10,1388,31
Iowa,2020-04-11,1510,34
Iowa,2020-04-12,1587,41
Iowa,2020-04-13,1710,41
Iowa,2020-04-14,1899,49
Iowa,2020-04-15,1995,53
Iowa,2020-04-16,2141,60
Iowa,2020-04-17,2332,64
Iowa,2020-04-18,2513,74
Iowa,2020-04-19,2902,75
Iowa,2020-04-20,3159,79
Iowa,2020-04-21,3641,83
Iowa,2020-04-22,3748,90
Iowa,2020-04-23,3924,96
Iowa,2020-04-24,4445,107
Iowa,2020-04-25,5092,112
Iowa,2020-04-26,5476,118
Iowa,2020-04-27,5868,127
Iowa,2020-04-28,6376,136
Iowa,2020-04-29,6843,148
Iowa,2020-04-30,7145,162
Iowa,2020-05-01,7884,170
Iowa,2020-05-02,8643,175
Iowa,2020-05-03,9175,184
Iowa,2020-05-04,9703,188
Iowa,2020-05-05,10111,207
Iowa,2020-05-06,10404,219
Iowa,2020-05-07,11059,231
Iowa,2020-05-08,11457,243
Iowa,2020-05-09,11671,252
Iowa,2020-05-10,11959,265
Iowa,2020-05-11,12373,271
Iowa,2020-05-12,12912,289
Iowa,2020-05-13,13289,306
Iowa,2020-05-14,13675,318
Iowa,2020-05-15,14049,336
Iowa,2020-05-16,14328,346
Iowa,2020-05-17,14651,351
Iowa,2020-05-18,14955,355
Iowa,2020-05-19,15296,367
Iowa,2020-05-20,15620,393
Iowa,2020-05-21,16170,410
Iowa,2020-05-22,16492,424
Iowa,2020-05-23,16898,446
Iowa,2020-05-24,17251,456
Iowa,2020-05-25,17557,456
Iowa,2020-05-26,17703,477
Iowa,2020-05-27,18369,496
Iowa,2020-05-28,18586,506
Iowa,2020-05-29,18957,524
Iowa,2020-05-30,19244,531
Iowa,2020-05-31,19552,535
Iowa,2020-06-01,19699,555
Iowa,2020-06-02,20019,561
Iowa,2020-06-03,20300,574
Iowa,2020-06-04,20806,583
Iowa,2020-06-05,21154,593
Iowa,2020-06-06,21478,599
Iowa,2020-06-07,21712,605
Iowa,2020-06-08,22007,617
Iowa,2020-06-09,22237,626
Iowa,2020-06-10,22626,631
Iowa,2020-06-11,22973,640
Iowa,2020-06-12,23350,644
Iowa,2020-06-13,23717,650
Iowa,2020-06-14,23926,652
Iowa,2020-06-15,24082,658
Iowa,2020-06-16,24179,665
Iowa,2020-06-17,24460,675
Iowa,2020-06-18,24861,680
Iowa,2020-06-19,25274,681
Iowa,2020-06-20,25496,681
Iowa,2020-06-21,25963,686
Iowa,2020-06-22,26146,686
Iowa,2020-06-23,26469,689
Iowa,2020-06-24,26601,690
Iowa,2020-06-25,27373,696
Iowa,2020-06-26,27717,704
Iowa,2020-06-27,28073,704
Iowa,2020-06-28,28520,706
Iowa,2020-06-29,28845,711
Iowa,2020-06-30,29074,716
Iowa,2020-07-01,29514,717
Iowa,2020-07-02,30259,719
Iowa,2020-07-03,30463,721
Iowa,2020-07-04,31061,721
Iowa,2020-07-05,31517,721
Iowa,2020-07-06,31758,723
Iowa,2020-07-07,32153,732
Iowa,2020-07-08,32624,736
Iowa,2020-07-09,33254,741
Iowa,2020-07-10,34172,743
Kansas,2020-01-22,0,0
Kansas,2020-01-23,0,0
Kansas,2020-01-24,0,0
Kansas,2020-01-25,0,0
Kansas,2020-01-26,0,0
Kansas,2020-01-27,0,0
Kansas,2020-01-28,0,0
Kansas,2020-01-29,0,0
Kansas,2020-01-30,0,0
Kansas,2020-01-31,0,0
Kansas,2020-02-01,0,0
Kansas,2020-02-02,0,0
Kansas,2020-02-03,0,0
Kansas,2020-02-04,0,0
Kansas,2020-02-05,0,0
Kansas,2020-02-06,0,0
Kansas,2020-02-07,0,0
Kansas,2020-02-08,0,0
Kansas,2020-02-09,0,0
Kansas,2020-02-10,0,0
Kansas,2020-02-11,0,0
Kansas,2020-02-12,0,0
Kansas,2020-02-13,0,0
Kansas,2020-02-14,0,0
Kansas,2020-02-15,0,0
Kansas,2020-02-16,0,0
Kansas,2020-02-17,0,0
Kansas,2020-02-18,0,0
Kansas,2020-02-19,0,0
Kansas,2020-02-20,0,0
Kansas,2020-02-21,0,0
Kansas,2020-02-22,0,0
Kansas,2020-02-23,0,0
Kansas,2020-02-24,0,0
Kansas,2020-02-25,0,0
Kansas,2020-02-26,0,0
Kansas,2020-02-27,0,0
Kansas,2020-02-28,0,0
Kansas,2020-02-29,0,0
Kansas,2020-03-01,0,0
Kansas,2020-03-02,0,0
Kansas,2020-03-03,0,0
Kansas,2020-03-04,0,0
Kansas,2020-03-05,0,0
Kansas,2020-03-06,0,0
Kansas,2020-03-07,0,0
Kansas,2020-03-08,1,0
Kansas,2020-03-09,1,0
Kansas,2020-03-10,1,0
Kansas,2020-03-11,1,0
Kansas,2020-03-12,4,0
Kansas,2020-03-13,6,1
Kansas,2020-03-14,8,1
Kansas,2020-03-15,8,1
Kansas,2020-03-16,11,1
Kansas,2020-03-17,18,1
Kansas,2020-03-18,22,1
Kansas,2020-03-19,35,1
Kansas,2020-03-20,48,1
Kansas,2020-03-21,57,2
Kansas,2020-03-22,65,2
Kansas,2020-03-23,84,2
Kansas,2020-03-24,100,2
Kansas,2020-03-25,134,3
Kansas,2020-03-26,172,3
Kansas,2020-03-27,206,4
Kansas,2020-03-28,266,4
Kansas,2020-03-29,330,7
Kansas,2020-03-30,372,8
Kansas,2020-03-31,434,9
Kansas,2020-04-01,485,10
Kansas,2020-04-02,553,12
Kansas,2020-04-03,629,18
Kansas,2020-04-04,698,21
Kansas,2020-04-05,751,22
Kansas,2020-04-06,849,25
Kansas,2020-04-07,912,29
Kansas,2020-04-08,1046,34
Kansas,2020-04-09,1116,42
Kansas,2020-04-10,1117,42
Kansas,2020-04-11,1275,55
Kansas,2020-04-12,1344,56
Kansas,2020-04-13,1390,62
Kansas,2020-04-14,1441,69
Kansas,2020-04-15,1504,71
Kansas,2020-04-16,1615,80
Kansas,2020-04-17,1730,82
Kansas,2020-04-18,1821,85
Kansas,2020-04-19,1905,93
Kansas,2020-04-20,2048,102
Kansas,2020-04-21,2164,109
Kansas,2020-04-22,2331,112
Kansas,2020-04-23,2721,113
Kansas,2020-04-24,2959,118
Kansas,2020-04-25,3135,120
Kansas,2020-04-26,3277,121
Kansas,2020-04-27,3473,126
Kansas,2020-04-28,3652,127
Kansas,2020-04-29,3839,134
Kansas,2020-04-30,4413,134
Kansas,2020-05-01,4634,140
Kansas,2020-05-02,4885,142
Kansas,2020-05-03,5156,144
Kansas,2020-05-04,5383,156
Kansas,2020-05-05,5648,161
Kansas,2020-05-06,5993,164
Kansas,2020-05-07,6332,165
Kansas,2020-05-08,6667,168
Kansas,2020-05-09,6829,174
Kansas,2020-05-10,6951,174
Kansas,2020-05-11,7159,180
Kansas,2020-05-12,7240,184
Kansas,2020-05-13,7518,188
Kansas,2020-05-14,7705,189
Kansas,2020-05-15,7886,193
Kansas,2020-05-16,7939,195
Kansas,2020-05-17,7953,195
Kansas,2020-05-18,8303,198
Kansas,2020-05-19,8353,199
Kansas,2020-05-20,8507,202
Kansas,2020-05-21,8625,204
Kansas,2020-05-22,8909,205
Kansas,2020-05-23,8946,205
Kansas,2020-05-24,9004,205
Kansas,2020-05-25,9125,207
Kansas,2020-05-26,9199,210
Kansas,2020-05-27,9291,213
Kansas,2020-05-28,9371,214
Kansas,2020-05-29,9662,215
Kansas,2020-05-30,9690,215
Kansas,2020-05-31,9700,215
Kansas,2020-06-01,9920,217
Kansas,2020-06-02,9965,222
Kansas,2020-06-03,10092,226
Kansas,2020-06-04,10167,227
Kansas,2020-06-05,10306,232
Kansas,2020-06-06,10361,233
Kansas,2020-06-07,10406,233
Kansas,2020-06-08,10544,236
Kansas,2020-06-09,10609,237
Kansas,2020-06-10,10750,240
Kansas,2020-06-11,10823,243
Kansas,2020-06-12,10973,243
Kansas,2020-06-13,11020,245
Kansas,2020-06-14,11101,245
Kansas,2020-06-15,11319,246
Kansas,2020-06-16,11411,246
Kansas,2020-06-17,11644,247
Kansas,2020-06-18,11753,251
Kansas,2020-06-19,12021,253
Kansas,2020-06-20,12097,256
Kansas,2020-06-21,12136,257
Kansas,2020-06-22,12428,258
Kansas,2020-06-23,12537,260
Kansas,2020-06-24,12930,260
Kansas,2020-06-25,13107,262
Kansas,2020-06-26,13462,265
Kansas,2020-06-27,13617,268
Kansas,2020-06-28,13847,269
Kansas,2020-06-29,14209,273
Kansas,2020-06-30,14370,273
Kansas,2020-07-01,14830,277
Kansas,2020-07-02,15002,280
Kansas,2020-07-03,15659,282
Kansas,2020-07-04,15911,283
Kansas,2020-07-05,16081,284
Kansas,2020-07-06,16638,285
Kansas,2020-07-07,16860,289
Kansas,2020-07-08,17332,289
Kansas,2020-07-09,17785,293
Kansas,2020-07-10,18303,293
Kentucky,2020-01-22,0,0
Kentucky,2020-01-23,0,0
Kentucky,2020-01-24,0,0
Kentucky,2020-01-25,0,0
Kentucky,2020-01-26,0,0
Kentucky,2020-01-27,0,0
Kentucky,2020-01-28,0,0
Kentucky,2020-01-29,0,0
Kentucky,2020-01-30,0,0
Kentucky,2020-01-31,0,0
Kentucky,2020-02-01,0,0
Kentucky,2020-02-02,0,0
Kentucky,2020-02-03,0,0
Kentucky,2020-02-04,0,0
Kentucky,2020-02-05,0,0
Kentucky,2020-02-06,0,0
Kentucky,2020-02-07,0,0
Kentucky,2020-02-08,0,0
Kentucky,2020-02-09,0,0
Kentucky,2020-02-10,0,0
Kentucky,2020-02-11,0,0
Kentucky,2020-02-12,0,0
Kentucky,2020-02-13,0,0
Kentucky,2020-02-14,0,0
Kentucky,2020-02-15,0,0
Kentucky,2020-02-16,0,0
Kentucky,2020-02-17,0,0
Kentucky,2020-02-18,0,0
Kentucky,2020-02-19,0,0
Kentucky,2020-02-20,0,0
Kentucky,2020-02-21,0,0
Kentucky,2020-02-22,0,0
Kentucky,2020-02-23,0,0
Kentucky,2020-02-24,0,0
Kentucky,2020-02-25,0,0
Kentucky,2020-02-26,0,0
Kentucky,2020-02-27,0,0
Kentucky,2020-02-28,0,0
Kentucky,2020-02-29,0,0
Kentucky,2020-03-01,0,0
Kentucky,2020-03-02,0,0
Kentucky,2020-03-03,0,0
Kentucky,2020-03-04,0,0
Kentucky,2020-03-05,0,0
Kentucky,2020-03-06,1,0
Kentucky,2020-03-07,1,0
Kentucky,2020-03-08,1,0
Kentucky,2020-03-09,4,0
Kentucky,2020-03-10,5,0
Kentucky,2020-03-11,8,0
Kentucky,2020-03-12,10,0
Kentucky,2020-03-13,14,0
Kentucky,2020-03-14,16,0
Kentucky,2020-03-15,18,0
Kentucky,2020-03-16,21,1
Kentucky,2020-03-17,26,1
Kentucky,2020-03-18,28,1
Kentucky,2020-03-19,50,2
Kentucky,2020-03-20,64,2
Kentucky,2020-03-21,87,3
Kentucky,2020-03-22,103,3
Kentucky,2020-03-23,123,4
Kentucky,2020-03-24,162,4
Kentucky,2020-03-25,197,5
Kentucky,2020-03-26,247,5
Kentucky,2020-03-27,301,7
Kentucky,2020-03-28,380,9
Kentucky,2020-03-29,438,9
Kentucky,2020-03-30,479,11
Kentucky,2020-03-31,628,11
Kentucky,2020-04-01,632,18
Kentucky,2020-04-02,770,31
Kentucky,2020-04-03,770,34
Kentucky,2020-04-04,917,40
Kentucky,2020-04-05,955,45
Kentucky,2020-04-06,955,45
Kentucky,2020-04-07,1149,65
Kentucky,2020-04-08,1149,65
Kentucky,2020-04-09,1341,73
Kentucky,2020-04-10,1693,90
Kentucky,2020-04-11,1693,90
Kentucky,2020-04-12,1963,97
Kentucky,2020-04-13,2018,113
Kentucky,2020-04-14,2048,106
Kentucky,2020-04-15,2210,115
Kentucky,2020-04-16,2435,129
Kentucky,2020-04-17,2522,137
Kentucky,2020-04-18,2707,144
Kentucky,2020-04-19,2960,146
Kentucky,2020-04-20,3050,154
Kentucky,2020-04-21,3204,171
Kentucky,2020-04-22,3378,185
Kentucky,2020-04-23,3479,191
Kentucky,2020-04-24,3779,200
Kentucky,2020-04-25,3915,205
Kentucky,2020-04-26,4085,208
Kentucky,2020-04-27,4156,213
Kentucky,2020-04-28,4375,225
Kentucky,2020-04-29,4537,234
Kentucky,2020-04-30,4708,240
Kentucky,2020-05-01,4882,246
Kentucky,2020-05-02,4879,248
Kentucky,2020-05-03,5130,253
Kentucky,2020-05-04,5245,261
Kentucky,2020-05-05,5822,275
Kentucky,2020-05-06,5934,283
Kentucky,2020-05-07,6129,294
Kentucky,2020-05-08,6288,298
Kentucky,2020-05-09,6440,304
Kentucky,2020-05-10,6440,304
Kentucky,2020-05-11,6677,311
Kentucky,2020-05-12,6853,321
Kentucky,2020-05-13,6853,321
Kentucky,2020-05-14,7225,328
Kentucky,2020-05-15,7444,332
Kentucky,2020-05-16,7688,334
Kentucky,2020-05-17,7688,334
Kentucky,2020-05-18,7935,346
Kentucky,2020-05-19,8069,366
Kentucky,2020-05-20,8167,376
Kentucky,2020-05-21,8286,386
Kentucky,2020-05-22,8426,391
Kentucky,2020-05-23,8571,391
Kentucky,2020-05-24,8571,391
Kentucky,2020-05-25,8571,391
Kentucky,2020-05-26,8951,394
Kentucky,2020-05-27,9077,400
Kentucky,2020-05-28,9185,409
Kentucky,2020-05-29,9464,418
Kentucky,2020-05-30,9704,431
Kentucky,2020-05-31,9704,431
Kentucky,2020-06-01,10046,439
Kentucky,2020-06-02,10185,442
Kentucky,2020-06-03,10410,450
Kentucky,2020-06-04,10705,458
Kentucky,2020-06-05,10977,466
Kentucky,2020-06-06,11287,470
Kentucky,2020-06-07,11287,470
Kentucky,2020-06-08,11476,472
Kentucky,2020-06-09,11707,477
Kentucky,2020-06-10,11883,484
Kentucky,2020-06-11,11945,493
Kentucky,2020-06-12,12166,497
Kentucky,2020-06-13,12445,499
Kentucky,2020-06-14,12445,499
Kentucky,2020-06-15,12647,505
Kentucky,2020-06-16,12647,505
Kentucky,2020-06-17,12995,518
Kentucky,2020-06-18,13197,520
Kentucky,2020-06-19,13454,522
Kentucky,2020-06-20,13630,524
Kentucky,2020-06-21,13750,526
Kentucky,2020-06-22,13839,526
Kentucky,2020-06-23,14141,537
Kentucky,2020-06-24,14363,538
Kentucky,2020-06-25,14617,546
Kentucky,2020-06-26,14859,553
Kentucky,2020-06-27,15167,554
Kentucky,2020-06-28,15232,558
Kentucky,2020-06-29,15347,560
Kentucky,2020-06-30,15624,565
Kentucky,2020-07-01,15842,572
Kentucky,2020-07-02,16079,581
Kentucky,2020-07-03,16376,585
Kentucky,2020-07-04,16376,585
Kentucky,2020-07-05,16376,585
Kentucky,2020-07-06,17152,593
Kentucky,2020-07-07,17519,602
Kentucky,2020-07-08,17919,608
Kentucky,2020-07-09,18245,612
Kentucky,2020-07-10,18672,620
Louisiana,2020-01-22,0,0
Louisiana,2020-01-23,0,0
Louisiana,2020-01-24,0,0
Louisiana,2020-01-25,0,0
Louisiana,2020-01-26,0,0
Louisiana,2020-01-27,0,0
Louisiana,2020-01-28,0,0
Louisiana,2020-01-29,0,0
Louisiana,2020-01-30,0,0
Louisiana,2020-01-31,0,0
Louisiana,2020-02-01,0,0
Louisiana,2020-02-02,0,0
Louisiana,2020-02-03,0,0
Louisiana,2020-02-04,0,0
Louisiana,2020-02-05,0,0
Louisiana,2020-02-06,0,0
Louisiana,2020-02-07,0,0
Louisiana,2020-02-08,0,0
Louisiana,2020-02-09,0,0
Louisiana,2020-02-10,0,0
Louisiana,2020-02-11,0,0
Louisiana,2020-02-12,0,0
Louisiana,2020-02-13,0,0
Louisiana,2020-02-14,0,0
Louisiana,2020-02-15,0,0
Louisiana,2020-02-16,0,0
Louisiana,2020-02-17,0,0
Louisiana,2020-02-18,0,0
Louisiana,2020-02-19,0,0
Louisiana,2020-02-20,0,0
Louisiana,2020-02-21,0,0
Louisiana,2020-02-22,0,0
Louisiana,2020-02-23,0,0
Louisiana,2020-02-24,0,0
Louisiana,2020-02-25,0,0
Louisiana,2020-02-26,0,0
Louisiana,2020-02-27,0,0
Louisiana,2020-02-28,0,0
Louisiana,2020-02-29,0,0
Louisiana,2020-03-01,0,0
Louisiana,2020-03-02,0,0
Louisiana,2020-03-03,0,0
Louisiana,2020-03-04,0,0
Louisiana,2020-03-05,0,0
Louisiana,2020-03-06,0,0
Louisiana,2020-03-07,0,0
Louisiana,2020-03-08,0,0
Louisiana,2020-03-09,0,0
Louisiana,2020-03-10,0,0
Louisiana,2020-03-11,5,0
Louisiana,2020-03-12,19,0
Louisiana,2020-03-13,29,0
Louisiana,2020-03-14,77,1
Louisiana,2020-03-15,87,2
Louisiana,2020-03-16,115,3
Louisiana,2020-03-17,196,4
Louisiana,2020-03-18,257,6
Louisiana,2020-03-19,392,10
Louisiana,2020-03-20,537,14
Louisiana,2020-03-21,763,20
Louisiana,2020-03-22,837,20
Louisiana,2020-03-23,1172,35
Louisiana,2020-03-24,1388,46
Louisiana,2020-03-25,1795,65
Louisiana,2020-03-26,2304,83
Louisiana,2020-03-27,2744,119
Louisiana,2020-03-28,3315,137
Louisiana,2020-03-29,3540,151
Louisiana,2020-03-30,4025,185
Louisiana,2020-03-31,5237,239
Louisiana,2020-04-01,6424,273
Louisiana,2020-04-02,9149,310
Louisiana,2020-04-03,10297,370
Louisiana,2020-04-04,12496,409
Louisiana,2020-04-05,13010,477
Louisiana,2020-04-06,14867,512
Louisiana,2020-04-07,16284,582
Louisiana,2020-04-08,17030,652
Louisiana,2020-04-09,18283,702
Louisiana,2020-04-10,19253,755
Louisiana,2020-04-11,20014,806
Louisiana,2020-04-12,20595,840
Louisiana,2020-04-13,21016,884
Louisiana,2020-04-14,21518,1013
Louisiana,2020-04-15,21951,1103
Louisiana,2020-04-16,22532,1156
Louisiana,2020-04-17,23118,1213
Louisiana,2020-04-18,23580,1267
Louisiana,2020-04-19,23928,1296
Louisiana,2020-04-20,24523,1328
Louisiana,2020-04-21,24854,1405
Louisiana,2020-04-22,25258,1473
Louisiana,2020-04-23,25739,1599
Louisiana,2020-04-24,26140,1660
Louisiana,2020-04-25,26512,1707
Louisiana,2020-04-26,26773,1729
