state,country,date,recovered
Hebei,China,3/28/20,310
Hebei,China,3/29/20,310
Hebei,China,3/30/20,310
Hebei,China,3/31/20,310
Hebei,China,4/1/20,310
Hebei,China,4/2/20,310
Hebei,China,4/3/20,310
Hebei,China,4/4/20,310
Hebei,China,4/5/20,310
Hebei,China,4/6/20,310
Hebei,China,4/7/20,312
Hebei,China,4/8/20,312
Hebei,China,4/9/20,313
Hebei,China,4/10/20,313
Hebei,China,4/11/20,313
Hebei,China,4/12/20,313
Hebei,China,4/13/20,313
Hebei,China,4/14/20,314
Hebei,China,4/15/20,314
Hebei,China,4/16/20,315
Hebei,China,4/17/20,316
Hebei,China,4/18/20,316
Hebei,China,4/19/20,316
Hebei,China,4/20/20,317
Hebei,China,4/21/20,317
Hebei,China,4/22/20,317
Hebei,China,4/23/20,317
Hebei,China,4/24/20,318
Hebei,China,4/25/20,318
Hebei,China,4/26/20,318
Hebei,China,4/27/20,318
Hebei,China,4/28/20,318
Hebei,China,4/29/20,318
Hebei,China,4/30/20,318
Hebei,China,5/1/20,318
Hebei,China,5/2/20,318
Hebei,China,5/3/20,318
Hebei,China,5/4/20,320
Hebei,China,5/5/20,320
Hebei,China,5/6/20,320
Hebei,China,5/7/20,320
Hebei,China,5/8/20,320
Hebei,China,5/9/20,321
Hebei,China,5/10/20,321
Hebei,China,5/11/20,321
Hebei,China,5/12/20,321
Hebei,China,5/13/20,321
Hebei,China,5/14/20,321
Hebei,China,5/15/20,321
Hebei,China,5/16/20,321
Hebei,China,5/17/20,322
Hebei,China,5/18/20,322
Hebei,China,5/19/20,322
Hebei,China,5/20/20,322
Hebei,China,5/21/20,322
Hebei,China,5/22/20,322
Hebei,China,5/23/20,322
Hebei,China,5/24/20,322
Hebei,China,5/25/20,322
Hebei,China,5/26/20,322
Hebei,China,5/27/20,322
Hebei,China,5/28/20,322
Hebei,China,5/29/20,322
Hebei,China,5/30/20,322
Hebei,China,5/31/20,322
Hebei,China,6/1/20,322
Hebei,China,6/2/20,322
Hebei,China,6/3/20,322
Hebei,China,6/4/20,322
Hebei,China,6/5/20,322
Hebei,China,6/6/20,322
Hebei,China,6/7/20,322
Hebei,China,6/8/20,322
Hebei,China,6/9/20,322
Hebei,China,6/10/20,322
Hebei,China,6/11/20,322
Hebei,China,6/12/20,322
Hebei,China,6/13/20,322
Hebei,China,6/14/20,322
Hebei,China,6/15/20,322
Hebei,China,6/16/20,322
Hebei,China,6/17/20,322
Hebei,China,6/18/20,322
Hebei,China,6/19/20,322
Hebei,China,6/20/20,322
Hebei,China,6/21/20,322
Hebei,China,6/22/20,323
Hebei,China,6/23/20,323
Hebei,China,6/24/20,323
Hebei,China,6/25/20,324
Hebei,China,6/26/20,326
Hebei,China,6/27/20,331
Hebei,China,6/28/20,333
Hebei,China,6/29/20,334
Hebei,China,6/30/20,334
Hebei,China,7/1/20,334
Hebei,China,7/2/20,334
Hebei,China,7/3/20,336
Hebei,China,7/4/20,337
Hebei,China,7/5/20,337
Hebei,China,7/6/20,337
Hebei,China,7/7/20,337
Hebei,China,7/8/20,339
Hebei,China,7/9/20,339
Hebei,China,7/10/20,339
Hebei,China,7/11/20,339
Hebei,China,7/12/20,339
Hebei,China,7/13/20,339
Hebei,China,7/14/20,340
Hebei,China,7/15/20,340
Hebei,China,7/16/20,340
Hebei,China,7/17/20,340
Hebei,China,7/18/20,341
Hebei,China,7/19/20,341
Hebei,China,7/20/20,341
Hebei,China,7/21/20,342
Hebei,China,7/22/20,342
Hebei,China,7/23/20,342
Hebei,China,7/24/20,342
Hebei,China,7/25/20,342
Hebei,China,7/26/20,343
Hebei,China,7/27/20,343
Hebei,China,7/28/20,343
Hebei,China,7/29/20,343
Hebei,China,7/30/20,343
Hebei,China,7/31/20,343
Hebei,China,8/1/20,343
Hebei,China,8/2/20,343
Hebei,China,8/3/20,343
Hebei,China,8/4/20,343
Hebei,China,8/5/20,343
Hebei,China,8/6/20,343
Hebei,China,8/7/20,343
Hebei,China,8/8/20,343
Hebei,China,8/9/20,343
Hebei,China,8/10/20,343
Hebei,China,8/11/20,343
Hebei,China,8/12/20,343
Hebei,China,8/13/20,343
Heilongjiang,China,1/22/20,0
Heilongjiang,China,1/23/20,0
Heilongjiang,China,1/24/20,0
Heilongjiang,China,1/25/20,0
Heilongjiang,China,1/26/20,0
Heilongjiang,China,1/27/20,0
Heilongjiang,China,1/28/20,0
Heilongjiang,China,1/29/20,0
Heilongjiang,China,1/30/20,0
Heilongjiang,China,1/31/20,0
Heilongjiang,China,2/1/20,2
Heilongjiang,China,2/2/20,2
Heilongjiang,China,2/3/20,2
Heilongjiang,China,2/4/20,4
Heilongjiang,China,2/5/20,7
Heilongjiang,China,2/6/20,8
Heilongjiang,China,2/7/20,12
Heilongjiang,China,2/8/20,13
Heilongjiang,China,2/9/20,14
Heilongjiang,China,2/10/20,30
Heilongjiang,China,2/11/20,28
Heilongjiang,China,2/12/20,31
Heilongjiang,China,2/13/20,33
Heilongjiang,China,2/14/20,47
Heilongjiang,China,2/15/20,68
Heilongjiang,China,2/16/20,79
Heilongjiang,China,2/17/20,85
Heilongjiang,China,2/18/20,111
Heilongjiang,China,2/19/20,120
Heilongjiang,China,2/20/20,136
Heilongjiang,China,2/21/20,175
Heilongjiang,China,2/22/20,204
Heilongjiang,China,2/23/20,222
Heilongjiang,China,2/24/20,227
Heilongjiang,China,2/25/20,243
Heilongjiang,China,2/26/20,249
Heilongjiang,China,2/27/20,270
Heilongjiang,China,2/28/20,283
Heilongjiang,China,2/29/20,301
Heilongjiang,China,3/1/20,342
Heilongjiang,China,3/2/20,356
Heilongjiang,China,3/3/20,366
Heilongjiang,China,3/4/20,373
Heilongjiang,China,3/5/20,379
Heilongjiang,China,3/6/20,396
Heilongjiang,China,3/7/20,403
Heilongjiang,China,3/8/20,412
Heilongjiang,China,3/9/20,430
Heilongjiang,China,3/10/20,434
Heilongjiang,China,3/11/20,436
Heilongjiang,China,3/12/20,441
Heilongjiang,China,3/13/20,446
Heilongjiang,China,3/14/20,447
Heilongjiang,China,3/15/20,453
Heilongjiang,China,3/16/20,455
Heilongjiang,China,3/17/20,456
Heilongjiang,China,3/18/20,459
Heilongjiang,China,3/19/20,460
Heilongjiang,China,3/20/20,463
Heilongjiang,China,3/21/20,463
Heilongjiang,China,3/22/20,466
Heilongjiang,China,3/23/20,465
Heilongjiang,China,3/24/20,468
Heilongjiang,China,3/25/20,468
Heilongjiang,China,3/26/20,469
Heilongjiang,China,3/27/20,469
Heilongjiang,China,3/28/20,469
Heilongjiang,China,3/29/20,469
Heilongjiang,China,3/30/20,469
Heilongjiang,China,3/31/20,469
Heilongjiang,China,4/1/20,469
Heilongjiang,China,4/2/20,469
Heilongjiang,China,4/3/20,469
Heilongjiang,China,4/4/20,469
Heilongjiang,China,4/5/20,469
Heilongjiang,China,4/6/20,469
Heilongjiang,China,4/7/20,469
Heilongjiang,China,4/8/20,470
Heilongjiang,China,4/9/20,470
Heilongjiang,China,4/10/20,470
Heilongjiang,China,4/11/20,470
Heilongjiang,China,4/12/20,470
Heilongjiang,China,4/13/20,470
Heilongjiang,China,4/14/20,470
Heilongjiang,China,4/15/20,470
Heilongjiang,China,4/16/20,471
Heilongjiang,China,4/17/20,471
Heilongjiang,China,4/18/20,472
Heilongjiang,China,4/19/20,472
Heilongjiang,China,4/20/20,472
Heilongjiang,China,4/21/20,475
Heilongjiang,China,4/22/20,479
Heilongjiang,China,4/23/20,485
Heilongjiang,China,4/24/20,508
Heilongjiang,China,4/25/20,511
Heilongjiang,China,4/26/20,556
Heilongjiang,China,4/27/20,586
Heilongjiang,China,4/28/20,587
Heilongjiang,China,4/29/20,587
Heilongjiang,China,4/30/20,587
Heilongjiang,China,5/1/20,605
Heilongjiang,China,5/2/20,604
Heilongjiang,China,5/3/20,657
Heilongjiang,China,5/4/20,719
Heilongjiang,China,5/5/20,758
Heilongjiang,China,5/6/20,793
Heilongjiang,China,5/7/20,815
Heilongjiang,China,5/8/20,815
Heilongjiang,China,5/9/20,891
Heilongjiang,China,5/10/20,904
Heilongjiang,China,5/11/20,924
Heilongjiang,China,5/12/20,929
Heilongjiang,China,5/13/20,930
Heilongjiang,China,5/14/20,930
Heilongjiang,China,5/15/20,931
Heilongjiang,China,5/16/20,932
Heilongjiang,China,5/17/20,932
Heilongjiang,China,5/18/20,932
Heilongjiang,China,5/19/20,932
Heilongjiang,China,5/20/20,932
Heilongjiang,China,5/21/20,932
Heilongjiang,China,5/22/20,932
Heilongjiang,China,5/23/20,932
Heilongjiang,China,5/24/20,932
Heilongjiang,China,5/25/20,932
Heilongjiang,China,5/26/20,932
Heilongjiang,China,5/27/20,932
Heilongjiang,China,5/28/20,932
Heilongjiang,China,5/29/20,932
Heilongjiang,China,5/30/20,932
Heilongjiang,China,5/31/20,932
Heilongjiang,China,6/1/20,932
Heilongjiang,China,6/2/20,932
Heilongjiang,China,6/3/20,934
Heilongjiang,China,6/4/20,934
Heilongjiang,China,6/5/20,934
Heilongjiang,China,6/6/20,934
Heilongjiang,China,6/7/20,934
Heilongjiang,China,6/8/20,934
Heilongjiang,China,6/9/20,934
Heilongjiang,China,6/10/20,934
Heilongjiang,China,6/11/20,934
Heilongjiang,China,6/12/20,934
Heilongjiang,China,6/13/20,934
Heilongjiang,China,6/14/20,934
Heilongjiang,China,6/15/20,934
Heilongjiang,China,6/16/20,934
Heilongjiang,China,6/17/20,934
Heilongjiang,China,6/18/20,934
Heilongjiang,China,6/19/20,934
Heilongjiang,China,6/20/20,934
Heilongjiang,China,6/21/20,934
Heilongjiang,China,6/22/20,934
Heilongjiang,China,6/23/20,934
Heilongjiang,China,6/24/20,934
Heilongjiang,China,6/25/20,934
Heilongjiang,China,6/26/20,934
Heilongjiang,China,6/27/20,934
Heilongjiang,China,6/28/20,934
Heilongjiang,China,6/29/20,934
Heilongjiang,China,6/30/20,934
Heilongjiang,China,7/1/20,934
Heilongjiang,China,7/2/20,934
Heilongjiang,China,7/3/20,934
Heilongjiang,China,7/4/20,934
Heilongjiang,China,7/5/20,934
Heilongjiang,China,7/6/20,934
Heilongjiang,China,7/7/20,934
Heilongjiang,China,7/8/20,934
Heilongjiang,China,7/9/20,934
Heilongjiang,China,7/10/20,934
Heilongjiang,China,7/11/20,934
Heilongjiang,China,7/12/20,934
Heilongjiang,China,7/13/20,934
Heilongjiang,China,7/14/20,934
Heilongjiang,China,7/15/20,934
Heilongjiang,China,7/16/20,934
Heilongjiang,China,7/17/20,934
Heilongjiang,China,7/18/20,934
Heilongjiang,China,7/19/20,934
Heilongjiang,China,7/20/20,934
Heilongjiang,China,7/21/20,934
Heilongjiang,China,7/22/20,934
Heilongjiang,China,7/23/20,934
Heilongjiang,China,7/24/20,934
Heilongjiang,China,7/25/20,934
Heilongjiang,China,7/26/20,934
Heilongjiang,China,7/27/20,934
Heilongjiang,China,7/28/20,934
Heilongjiang,China,7/29/20,934
Heilongjiang,China,7/30/20,934
Heilongjiang,China,7/31/20,934
Heilongjiang,China,8/1/20,934
Heilongjiang,China,8/2/20,934
Heilongjiang,China,8/3/20,934
Heilongjiang,China,8/4/20,934
Heilongjiang,China,8/5/20,934
Heilongjiang,China,8/6/20,934
Heilongjiang,China,8/7/20,934
Heilongjiang,China,8/8/20,934
Heilongjiang,China,8/9/20,934
Heilongjiang,China,8/10/20,934
Heilongjiang,China,8/11/20,934
Heilongjiang,China,8/12/20,934
Heilongjiang,China,8/13/20,934
Henan,China,1/22/20,0
Henan,China,1/23/20,0
Henan,China,1/24/20,0
Henan,China,1/25/20,0
Henan,China,1/26/20,0
Henan,China,1/27/20,0
Henan,China,1/28/20,0
Henan,China,1/29/20,1
Henan,China,1/30/20,2
Henan,China,1/31/20,3
Henan,China,2/1/20,3
Henan,China,2/2/20,10
Henan,China,2/3/20,16
Henan,China,2/4/20,27
Henan,China,2/5/20,47
Henan,China,2/6/20,56
Henan,China,2/7/20,86
Henan,China,2/8/20,116
Henan,China,2/9/20,153
Henan,China,2/10/20,191
Henan,China,2/11/20,218
Henan,China,2/12/20,246
Henan,China,2/13/20,296
Henan,China,2/14/20,357
Henan,China,2/15/20,391
Henan,China,2/16/20,440
Henan,China,2/17/20,509
Henan,China,2/18/20,522
Henan,China,2/19/20,573
Henan,China,2/20/20,637
Henan,China,2/21/20,736
Henan,China,2/22/20,830
Henan,China,2/23/20,868
Henan,China,2/24/20,943
Henan,China,2/25/20,1002
Henan,China,2/26/20,1033
Henan,China,2/27/20,1068
Henan,China,2/28/20,1112
Henan,China,2/29/20,1170
Henan,China,3/1/20,1198
Henan,China,3/2/20,1205
Henan,China,3/3/20,1231
Henan,China,3/4/20,1234
Henan,China,3/5/20,1239
Henan,China,3/6/20,1244
Henan,China,3/7/20,1244
Henan,China,3/8/20,1247
Henan,China,3/9/20,1247
Henan,China,3/10/20,1247
Henan,China,3/11/20,1249
Henan,China,3/12/20,1249
Henan,China,3/13/20,1249
Henan,China,3/14/20,1250
Henan,China,3/15/20,1250
Henan,China,3/16/20,1250
Henan,China,3/17/20,1250
Henan,China,3/18/20,1250
Henan,China,3/19/20,1250
Henan,China,3/20/20,1250
Henan,China,3/21/20,1250
Henan,China,3/22/20,1250
Henan,China,3/23/20,1250
Henan,China,3/24/20,1250
Henan,China,3/25/20,1250
Henan,China,3/26/20,1250
Henan,China,3/27/20,1250
Henan,China,3/28/20,1251
Henan,China,3/29/20,1251
Henan,China,3/30/20,1251
Henan,China,3/31/20,1251
Henan,China,4/1/20,1251
Henan,China,4/2/20,1251
Henan,China,4/3/20,1251
Henan,China,4/4/20,1251
Henan,China,4/5/20,1251
Henan,China,4/6/20,1252
Henan,China,4/7/20,1252
Henan,China,4/8/20,1252
Henan,China,4/9/20,1252
Henan,China,4/10/20,1252
Henan,China,4/11/20,1252
Henan,China,4/12/20,1253
Henan,China,4/13/20,1253
Henan,China,4/14/20,1254
Henan,China,4/15/20,1254
Henan,China,4/16/20,1254
Henan,China,4/17/20,1254
Henan,China,4/18/20,1254
Henan,China,4/19/20,1254
Henan,China,4/20/20,1254
Henan,China,4/21/20,1254
Henan,China,4/22/20,1254
Henan,China,4/23/20,1254
Henan,China,4/24/20,1254
Henan,China,4/25/20,1254
Henan,China,4/26/20,1254
Henan,China,4/27/20,1254
Henan,China,4/28/20,1254
Henan,China,4/29/20,1254
Henan,China,4/30/20,1254
Henan,China,5/1/20,1254
Henan,China,5/2/20,1254
Henan,China,5/3/20,1254
Henan,China,5/4/20,1254
Henan,China,5/5/20,1254
Henan,China,5/6/20,1254
Henan,China,5/7/20,1254
Henan,China,5/8/20,1254
Henan,China,5/9/20,1254
Henan,China,5/10/20,1254
Henan,China,5/11/20,1254
Henan,China,5/12/20,1254
Henan,China,5/13/20,1254
Henan,China,5/14/20,1254
Henan,China,5/15/20,1254
Henan,China,5/16/20,1254
Henan,China,5/17/20,1254
Henan,China,5/18/20,1254
Henan,China,5/19/20,1254
Henan,China,5/20/20,1254
Henan,China,5/21/20,1254
Henan,China,5/22/20,1254
Henan,China,5/23/20,1254
Henan,China,5/24/20,1254
Henan,China,5/25/20,1254
Henan,China,5/26/20,1254
Henan,China,5/27/20,1254
Henan,China,5/28/20,1254
Henan,China,5/29/20,1254
Henan,China,5/30/20,1254
Henan,China,5/31/20,1254
Henan,China,6/1/20,1254
Henan,China,6/2/20,1254
Henan,China,6/3/20,1254
Henan,China,6/4/20,1254
Henan,China,6/5/20,1254
Henan,China,6/6/20,1254
Henan,China,6/7/20,1254
Henan,China,6/8/20,1254
Henan,China,6/9/20,1254
Henan,China,6/10/20,1254
Henan,China,6/11/20,1254
Henan,China,6/12/20,1254
Henan,China,6/13/20,1254
Henan,China,6/14/20,1254
Henan,China,6/15/20,1254
Henan,China,6/16/20,1254
Henan,China,6/17/20,1254
Henan,China,6/18/20,1254
Henan,China,6/19/20,1254
Henan,China,6/20/20,1254
Henan,China,6/21/20,1254
Henan,China,6/22/20,1254
Henan,China,6/23/20,1254
Henan,China,6/24/20,1254
Henan,China,6/25/20,1254
Henan,China,6/26/20,1254
Henan,China,6/27/20,1254
Henan,China,6/28/20,1254
Henan,China,6/29/20,1254
Henan,China,6/30/20,1254
Henan,China,7/1/20,1254
Henan,China,7/2/20,1254
Henan,China,7/3/20,1254
Henan,China,7/4/20,1254
Henan,China,7/5/20,1254
Henan,China,7/6/20,1254
Henan,China,7/7/20,1254
Henan,China,7/8/20,1254
Henan,China,7/9/20,1254
Henan,China,7/10/20,1254
Henan,China,7/11/20,1254
Henan,China,7/12/20,1254
Henan,China,7/13/20,1254
Henan,China,7/14/20,1254
Henan,China,7/15/20,1254
Henan,China,7/16/20,1254
Henan,China,7/17/20,1254
Henan,China,7/18/20,1254
Henan,China,7/19/20,1254
Henan,China,7/20/20,1254
Henan,China,7/21/20,1254
Henan,China,7/22/20,1254
Henan,China,7/23/20,1254
Henan,China,7/24/20,1254
Henan,China,7/25/20,1254
Henan,China,7/26/20,1254
Henan,China,7/27/20,1254
Henan,China,7/28/20,1254
Henan,China,7/29/20,1254
Henan,China,7/30/20,1254
Henan,China,7/31/20,1254
Henan,China,8/1/20,1254
Henan,China,8/2/20,1254
Henan,China,8/3/20,1254
Henan,China,8/4/20,1254
Henan,China,8/5/20,1254
Henan,China,8/6/20,1254
Henan,China,8/7/20,1254
Henan,China,8/8/20,1254
Henan,China,8/9/20,1254
Henan,China,8/10/20,1254
Henan,China,8/11/20,1254
Henan,China,8/12/20,1254
Henan,China,8/13/20,1254
Hong Kong,China,1/22/20,0
Hong Kong,China,1/23/20,0
Hong Kong,China,1/24/20,0
Hong Kong,China,1/25/20,0
Hong Kong,China,1/26/20,0
Hong Kong,China,1/27/20,0
Hong Kong,China,1/28/20,0
Hong Kong,China,1/29/20,0
Hong Kong,China,1/30/20,0
Hong Kong,China,1/31/20,0
Hong Kong,China,2/1/20,0
Hong Kong,China,2/2/20,0
Hong Kong,China,2/3/20,0
Hong Kong,China,2/4/20,0
Hong Kong,China,2/5/20,0
Hong Kong,China,2/6/20,0
Hong Kong,China,2/7/20,0
Hong Kong,China,2/8/20,0
Hong Kong,China,2/9/20,0
Hong Kong,China,2/10/20,0
Hong Kong,China,2/11/20,0
Hong Kong,China,2/12/20,1
Hong Kong,China,2/13/20,1
Hong Kong,China,2/14/20,1
Hong Kong,China,2/15/20,1
Hong Kong,China,2/16/20,2
Hong Kong,China,2/17/20,2
Hong Kong,China,2/18/20,2
Hong Kong,China,2/19/20,5
Hong Kong,China,2/20/20,6
Hong Kong,China,2/21/20,5
Hong Kong,China,2/22/20,6
Hong Kong,China,2/23/20,11
Hong Kong,China,2/24/20,19
Hong Kong,China,2/25/20,19
Hong Kong,China,2/26/20,24
Hong Kong,China,2/27/20,24
Hong Kong,China,2/28/20,30
Hong Kong,China,2/29/20,33
Hong Kong,China,3/1/20,36
Hong Kong,China,3/2/20,36
Hong Kong,China,3/3/20,37
Hong Kong,China,3/4/20,37
Hong Kong,China,3/5/20,43
Hong Kong,China,3/6/20,46
Hong Kong,China,3/7/20,51
Hong Kong,China,3/8/20,58
Hong Kong,China,3/9/20,59
Hong Kong,China,3/10/20,65
Hong Kong,China,3/11/20,65
Hong Kong,China,3/12/20,67
Hong Kong,China,3/13/20,77
Hong Kong,China,3/14/20,78
Hong Kong,China,3/15/20,81
Hong Kong,China,3/16/20,84
Hong Kong,China,3/17/20,88
Hong Kong,China,3/18/20,92
Hong Kong,China,3/19/20,95
Hong Kong,China,3/20/20,98
Hong Kong,China,3/21/20,98
Hong Kong,China,3/22/20,100
Hong Kong,China,3/23/20,100
Hong Kong,China,3/24/20,101
Hong Kong,China,3/25/20,102
Hong Kong,China,3/26/20,110
Hong Kong,China,3/27/20,110
Hong Kong,China,3/28/20,112
Hong Kong,China,3/29/20,112
Hong Kong,China,3/30/20,123
Hong Kong,China,3/31/20,128
Hong Kong,China,4/1/20,147
Hong Kong,China,4/2/20,147
Hong Kong,China,4/3/20,173
Hong Kong,China,4/4/20,173
Hong Kong,China,4/5/20,206
Hong Kong,China,4/6/20,216
Hong Kong,China,4/7/20,216
Hong Kong,China,4/8/20,264
Hong Kong,China,4/9/20,293
Hong Kong,China,4/10/20,309
Hong Kong,China,4/11/20,336
Hong Kong,China,4/12/20,360
Hong Kong,China,4/13/20,360
Hong Kong,China,4/14/20,434
Hong Kong,China,4/15/20,459
Hong Kong,China,4/16/20,485
Hong Kong,China,4/17/20,533
Hong Kong,China,4/18/20,568
Hong Kong,China,4/19/20,602
Hong Kong,China,4/20/20,630
Hong Kong,China,4/21/20,650
Hong Kong,China,4/22/20,678
Hong Kong,China,4/23/20,699
Hong Kong,China,4/24/20,725
Hong Kong,China,4/25/20,753
Hong Kong,China,4/26/20,772
Hong Kong,China,4/27/20,787
Hong Kong,China,4/28/20,811
Hong Kong,China,4/29/20,830
Hong Kong,China,4/30/20,846
Hong Kong,China,5/1/20,859
Hong Kong,China,5/2/20,864
Hong Kong,China,5/3/20,879
Hong Kong,China,5/4/20,900
Hong Kong,China,5/5/20,920
Hong Kong,China,5/6/20,932
Hong Kong,China,5/7/20,944
Hong Kong,China,5/8/20,960
Hong Kong,China,5/9/20,967
Hong Kong,China,5/10/20,982
Hong Kong,China,5/11/20,985
Hong Kong,China,5/12/20,991
Hong Kong,China,5/13/20,1008
Hong Kong,China,5/14/20,1009
Hong Kong,China,5/15/20,1019
Hong Kong,China,5/16/20,1022
Hong Kong,China,5/17/20,1024
Hong Kong,China,5/18/20,1025
Hong Kong,China,5/19/20,1025
Hong Kong,China,5/20/20,1025
Hong Kong,China,5/21/20,1025
Hong Kong,China,5/22/20,1029
Hong Kong,China,5/23/20,1029
Hong Kong,China,5/24/20,1030
Hong Kong,China,5/25/20,1030
Hong Kong,China,5/26/20,1033
Hong Kong,China,5/27/20,1034
Hong Kong,China,5/28/20,1035
Hong Kong,China,5/29/20,1035
Hong Kong,China,5/30/20,1036
Hong Kong,China,5/31/20,1037
Hong Kong,China,6/1/20,1037
Hong Kong,China,6/2/20,1038
Hong Kong,China,6/3/20,1039
Hong Kong,China,6/4/20,1042
Hong Kong,China,6/5/20,1045
Hong Kong,China,6/6/20,1048
Hong Kong,China,6/7/20,1049
Hong Kong,China,6/8/20,1049
Hong Kong,China,6/9/20,1050
Hong Kong,China,6/10/20,1051
Hong Kong,China,6/11/20,1055
Hong Kong,China,6/12/20,1060
Hong Kong,China,6/13/20,1061
Hong Kong,China,6/14/20,1067
Hong Kong,China,6/15/20,1067
Hong Kong,China,6/16/20,1069
Hong Kong,China,6/17/20,1071
Hong Kong,China,6/18/20,1072
Hong Kong,China,6/19/20,1072
Hong Kong,China,6/20/20,1077
Hong Kong,China,6/21/20,1078
Hong Kong,China,6/22/20,1078
Hong Kong,China,6/23/20,1083
Hong Kong,China,6/24/20,1086
Hong Kong,China,6/25/20,1088
Hong Kong,China,6/26/20,1091
Hong Kong,China,6/27/20,1095
Hong Kong,China,6/28/20,1104
Hong Kong,China,6/29/20,1105
Hong Kong,China,6/30/20,1107
Hong Kong,China,7/1/20,1117
Hong Kong,China,7/2/20,1120
Hong Kong,China,7/3/20,1125
Hong Kong,China,7/4/20,1145
Hong Kong,China,7/5/20,1156
Hong Kong,China,7/6/20,1157
Hong Kong,China,7/7/20,1161
Hong Kong,China,7/8/20,1167
Hong Kong,China,7/9/20,1167
Hong Kong,China,7/10/20,1167
Hong Kong,China,7/11/20,1197
Hong Kong,China,7/12/20,1214
Hong Kong,China,7/13/20,1214
Hong Kong,China,7/14/20,1229
Hong Kong,China,7/15/20,1241
Hong Kong,China,7/16/20,1254
Hong Kong,China,7/17/20,1264
Hong Kong,China,7/18/20,1274
Hong Kong,China,7/19/20,1294
Hong Kong,China,7/20/20,1302
Hong Kong,China,7/21/20,1324
Hong Kong,China,7/22/20,1344
Hong Kong,China,7/23/20,1379
Hong Kong,China,7/24/20,1407
Hong Kong,China,7/25/20,1455
Hong Kong,China,7/26/20,1495
Hong Kong,China,7/27/20,1486
Hong Kong,China,7/28/20,1527
Hong Kong,China,7/29/20,1591
Hong Kong,China,7/30/20,1660
Hong Kong,China,7/31/20,1751
Hong Kong,China,8/1/20,1858
Hong Kong,China,8/2/20,1959
Hong Kong,China,8/3/20,2037
Hong Kong,China,8/4/20,2141
Hong Kong,China,8/5/20,2314
Hong Kong,China,8/6/20,2458
Hong Kong,China,8/7/20,2620
Hong Kong,China,8/8/20,2755
Hong Kong,China,8/9/20,2847
Hong Kong,China,8/10/20,2917
Hong Kong,China,8/11/20,3052
Hong Kong,China,8/12/20,3189
Hong Kong,China,8/13/20,3295
Hubei,China,1/22/20,28
Hubei,China,1/23/20,28
Hubei,China,1/24/20,31
Hubei,China,1/25/20,32
Hubei,China,1/26/20,42
Hubei,China,1/27/20,45
Hubei,China,1/28/20,80
Hubei,China,1/29/20,88
Hubei,China,1/30/20,90
Hubei,China,1/31/20,141
Hubei,China,2/1/20,168
Hubei,China,2/2/20,295
Hubei,China,2/3/20,386
Hubei,China,2/4/20,522
Hubei,China,2/5/20,633
Hubei,China,2/6/20,817
Hubei,China,2/7/20,1115
Hubei,China,2/8/20,1439
Hubei,China,2/9/20,1795
Hubei,China,2/10/20,2222
Hubei,China,2/11/20,2639
Hubei,China,2/12/20,2686
Hubei,China,2/13/20,3459
Hubei,China,2/14/20,4774
Hubei,China,2/15/20,5623
Hubei,China,2/16/20,6639
Hubei,China,2/17/20,7862
Hubei,China,2/18/20,9128
Hubei,China,2/19/20,10337
Hubei,China,2/20/20,11788
Hubei,China,2/21/20,11881
Hubei,China,2/22/20,15299
Hubei,China,2/23/20,15343
Hubei,China,2/24/20,16748
Hubei,China,2/25/20,18971
Hubei,China,2/26/20,20969
Hubei,China,2/27/20,23383
Hubei,China,2/28/20,26403
Hubei,China,2/29/20,28993
Hubei,China,3/1/20,31536
Hubei,China,3/2/20,33934
Hubei,China,3/3/20,36208
Hubei,China,3/4/20,38557
Hubei,China,3/5/20,40592
Hubei,China,3/6/20,42033
Hubei,China,3/7/20,43500
Hubei,China,3/8/20,45235
Hubei,China,3/9/20,46488
Hubei,China,3/10/20,47743
Hubei,China,3/11/20,49134
Hubei,China,3/12/20,50318
Hubei,China,3/13/20,51553
Hubei,China,3/14/20,52960
Hubei,China,3/15/20,54288
Hubei,China,3/16/20,55142
Hubei,China,3/17/20,56003
Hubei,China,3/18/20,56927
Hubei,China,3/19/20,57682
Hubei,China,3/20/20,58382
Hubei,China,3/21/20,58946
Hubei,China,3/22/20,59433
Hubei,China,3/23/20,59879
Hubei,China,3/24/20,60324
Hubei,China,3/25/20,60811
Hubei,China,3/26/20,61201
Hubei,China,3/27/20,61732
Hubei,China,3/28/20,62098
Hubei,China,3/29/20,62570
Hubei,China,3/30/20,62889
Hubei,China,3/31/20,63153
Hubei,China,4/1/20,63326
Hubei,China,4/2/20,63471
Hubei,China,4/3/20,63612
Hubei,China,4/4/20,63762
Hubei,China,4/5/20,63945
Hubei,China,4/6/20,64014
Hubei,China,4/7/20,64073
Hubei,China,4/8/20,64142
Hubei,China,4/9/20,64187
Hubei,China,4/10/20,64236
Hubei,China,4/11/20,64264
Hubei,China,4/12/20,64281
Hubei,China,4/13/20,64338
Hubei,China,4/14/20,64363
Hubei,China,4/15/20,64402
Hubei,China,4/16/20,64435
Hubei,China,4/17/20,63487
Hubei,China,4/18/20,63494
Hubei,China,4/19/20,63507
Hubei,China,4/20/20,63511
Hubei,China,4/21/20,63514
Hubei,China,4/22/20,63519
Hubei,China,4/23/20,63569
Hubei,China,4/24/20,63593
Hubei,China,4/25/20,63604
Hubei,China,4/26/20,63616
Hubei,China,4/27/20,63616
Hubei,China,4/28/20,63616
Hubei,China,4/29/20,63616
Hubei,China,4/30/20,63616
