country,date,cases,deaths,active,recovered
Denmark,2020-06-23,200,0,0,200
Denmark,2020-06-24,200,0,0,200
Denmark,2020-06-25,200,0,0,200
Denmark,2020-06-26,200,0,0,200
Denmark,2020-06-27,200,0,0,200
Denmark,2020-06-28,200,0,0,200
Denmark,2020-06-29,200,0,0,200
Denmark,2020-06-30,200,0,0,200
Denmark,2020-07-01,200,0,0,200
Denmark,2020-07-02,200,0,0,200
Denmark,2020-07-03,200,0,0,200
Denmark,2020-07-04,200,0,0,200
Denmark,2020-07-05,201,0,1,200
Denmark,2020-07-06,201,0,1,200
Denmark,2020-07-07,201,0,0,201
Denmark,2020-07-08,201,0,0,201
Denmark,2020-07-09,201,0,0,201
Denmark,2020-07-10,201,0,0,201
Denmark,2020-07-11,201,0,0,201
Denmark,2020-07-12,201,0,0,201
France,2020-01-22,0,0,0,0
France,2020-01-23,0,0,0,0
France,2020-01-24,0,0,0,0
France,2020-01-25,0,0,0,0
France,2020-01-26,0,0,0,0
France,2020-01-27,0,0,0,0
France,2020-01-28,0,0,0,0
France,2020-01-29,0,0,0,0
France,2020-01-30,0,0,0,0
France,2020-01-31,0,0,0,0
France,2020-02-01,0,0,0,0
France,2020-02-02,0,0,0,0
France,2020-02-03,0,0,0,0
France,2020-02-04,0,0,0,0
France,2020-02-05,0,0,0,0
France,2020-02-06,0,0,0,0
France,2020-02-07,0,0,0,0
France,2020-02-08,0,0,0,0
France,2020-02-09,0,0,0,0
France,2020-02-10,0,0,0,0
France,2020-02-11,0,0,0,0
France,2020-02-12,0,0,0,0
France,2020-02-13,0,0,0,0
France,2020-02-14,0,0,0,0
France,2020-02-15,0,0,0,0
France,2020-02-16,0,0,0,0
France,2020-02-17,0,0,0,0
France,2020-02-18,0,0,0,0
France,2020-02-19,0,0,0,0
France,2020-02-20,0,0,0,0
France,2020-02-21,0,0,0,0
France,2020-02-22,0,0,0,0
France,2020-02-23,0,0,0,0
France,2020-02-24,0,0,0,0
France,2020-02-25,0,0,0,0
France,2020-02-26,0,0,0,0
France,2020-02-27,0,0,0,0
France,2020-02-28,0,0,0,0
France,2020-02-29,0,0,0,0
France,2020-03-01,0,0,0,0
France,2020-03-02,0,0,0,0
France,2020-03-03,0,0,0,0
France,2020-03-04,3,0,3,0
France,2020-03-05,3,0,3,0
France,2020-03-06,3,0,3,0
France,2020-03-07,10,0,10,0
France,2020-03-08,10,0,10,0
France,2020-03-09,10,0,10,0
France,2020-03-10,10,0,10,0
France,2020-03-11,12,0,12,0
France,2020-03-12,12,0,12,0
France,2020-03-13,20,0,20,0
France,2020-03-14,27,0,27,0
France,2020-03-15,33,0,33,0
France,2020-03-16,50,1,49,0
France,2020-03-17,63,1,62,0
France,2020-03-18,81,1,80,0
France,2020-03-19,99,1,98,0
France,2020-03-20,146,1,145,0
France,2020-03-21,181,1,180,0
France,2020-03-22,225,2,217,6
France,2020-03-23,267,2,259,6
France,2020-03-24,318,2,309,7
France,2020-03-25,367,2,358,7
France,2020-03-26,396,2,387,7
France,2020-03-27,438,2,429,7
France,2020-03-28,530,3,503,24
France,2020-03-29,534,5,505,24
France,2020-03-30,620,6,577,37
France,2020-03-31,699,9,621,69
France,2020-04-01,760,11,630,119
France,2020-04-02,824,11,693,120
France,2020-04-03,864,13,724,127
France,2020-04-04,895,14,747,134
France,2020-04-05,934,15,753,166
France,2020-04-06,953,15,760,178
France,2020-04-07,996,15,795,186
France,2020-04-08,1009,18,793,198
France,2020-04-09,1032,18,807,207
France,2020-04-10,1062,18,781,263
France,2020-04-11,1073,19,782,272
France,2020-04-12,1079,19,777,283
France,2020-04-13,1096,19,794,283
France,2020-04-14,1108,19,796,293
France,2020-04-15,1112,21,576,515
France,2020-04-16,1131,21,595,515
France,2020-04-17,1161,22,553,586
France,2020-04-18,1180,22,554,604
France,2020-04-19,1203,26,572,605
France,2020-04-20,1205,27,551,627
France,2020-04-21,1247,33,576,638
France,2020-04-22,1265,33,563,669
France,2020-04-23,1277,33,570,674
France,2020-04-24,1316,34,504,778
France,2020-04-25,1352,34,540,778
France,2020-04-26,1373,34,561,778
France,2020-04-27,1374,34,560,780
France,2020-04-28,1448,34,525,889
France,2020-04-29,1450,34,526,890
France,2020-04-30,1535,34,597,904
France,2020-05-01,1541,34,595,912
France,2020-05-02,1542,34,596,912
France,2020-05-03,1653,36,705,912
France,2020-05-04,1697,36,623,1038
France,2020-05-05,1752,39,674,1039
France,2020-05-06,1759,40,662,1057
France,2020-05-07,1878,41,722,1115
France,2020-05-08,1884,41,721,1122
France,2020-05-09,2024,42,720,1262
France,2020-05-10,2067,42,760,1265
France,2020-05-11,2068,42,760,1266
France,2020-05-12,2142,43,818,1281
France,2020-05-13,2203,45,740,1418
France,2020-05-14,2282,47,816,1419
France,2020-05-15,2311,47,845,1419
France,2020-05-16,2423,49,954,1420
France,2020-05-17,2453,49,984,1420
France,2020-05-18,2497,49,1021,1427
France,2020-05-19,2505,49,1024,1432
France,2020-05-20,2631,51,821,1759
France,2020-05-21,2645,51,834,1760
France,2020-05-22,2709,51,888,1770
France,2020-05-23,2730,51,907,1772
France,2020-05-24,2850,53,1023,1774
France,2020-05-25,2901,53,1073,1775
France,2020-05-26,2960,53,1132,1775
France,2020-05-27,2994,53,742,2199
France,2020-05-28,3055,54,790,2211
France,2020-05-29,3107,54,731,2322
France,2020-05-30,3136,54,747,2335
France,2020-05-31,3158,54,754,2350
France,2020-06-01,3396,57,901,2438
France,2020-06-02,3470,57,968,2445
France,2020-06-03,3494,57,895,2542
France,2020-06-04,3583,58,941,2584
France,2020-06-05,3642,58,969,2615
France,2020-06-06,3692,58,992,2642
France,2020-06-07,3742,58,1006,2678
France,2020-06-08,3855,59,933,2863
France,2020-06-09,3924,62,972,2890
France,2020-06-10,4072,62,1090,2920
France,2020-06-11,4139,62,1152,2925
France,2020-06-12,4302,62,1123,3117
France,2020-06-13,4435,62,1225,3148
France,2020-06-14,4551,64,1325,3162
France,2020-06-15,4635,64,1122,3449
France,2020-06-16,4752,66,1170,3516
France,2020-06-17,4899,66,1265,3568
France,2020-06-18,5165,66,1410,3689
France,2020-06-19,5407,66,1596,3745
France,2020-06-20,5612,68,1749,3795
France,2020-06-21,5891,69,1987,3835
France,2020-06-22,5939,71,1869,3999
France,2020-06-23,6074,71,1960,4043
France,2020-06-24,6342,73,2156,4113
France,2020-06-25,6597,75,2369,4153
France,2020-06-26,6849,76,2550,4223
France,2020-06-27,7043,77,2648,4318
France,2020-06-28,7047,77,2651,4319
France,2020-06-29,7413,80,2804,4529
France,2020-06-30,7690,83,2922,4685
France,2020-07-01,7996,84,3117,4795
France,2020-07-02,8182,84,3225,4873
France,2020-07-03,8318,84,3230,5004
France,2020-07-04,8676,84,3499,5093
France,2020-07-05,8687,83,3511,5093
France,2020-07-06,8849,87,3551,5211
France,2020-07-07,8983,89,3477,5417
France,2020-07-08,9276,90,3539,5647
France,2020-07-09,9392,93,3412,5887
France,2020-07-10,9565,95,3353,6117
France,2020-07-11,9816,98,3405,6313
France,2020-07-12,9832,98,3421,6313
Netherlands,2020-01-22,0,0,0,0
Netherlands,2020-01-23,0,0,0,0
Netherlands,2020-01-24,0,0,0,0
Netherlands,2020-01-25,0,0,0,0
Netherlands,2020-01-26,0,0,0,0
Netherlands,2020-01-27,0,0,0,0
Netherlands,2020-01-28,0,0,0,0
Netherlands,2020-01-29,0,0,0,0
Netherlands,2020-01-30,0,0,0,0
Netherlands,2020-01-31,0,0,0,0
Netherlands,2020-02-01,0,0,0,0
Netherlands,2020-02-02,0,0,0,0
Netherlands,2020-02-03,0,0,0,0
Netherlands,2020-02-04,0,0,0,0
Netherlands,2020-02-05,0,0,0,0
Netherlands,2020-02-06,0,0,0,0
Netherlands,2020-02-07,0,0,0,0
Netherlands,2020-02-08,0,0,0,0
Netherlands,2020-02-09,0,0,0,0
Netherlands,2020-02-10,0,0,0,0
Netherlands,2020-02-11,0,0,0,0
Netherlands,2020-02-12,0,0,0,0
Netherlands,2020-02-13,0,0,0,0
Netherlands,2020-02-14,0,0,0,0
Netherlands,2020-02-15,0,0,0,0
Netherlands,2020-02-16,0,0,0,0
Netherlands,2020-02-17,0,0,0,0
Netherlands,2020-02-18,0,0,0,0
Netherlands,2020-02-19,0,0,0,0
Netherlands,2020-02-20,0,0,0,0
Netherlands,2020-02-21,0,0,0,0
Netherlands,2020-02-22,0,0,0,0
Netherlands,2020-02-23,0,0,0,0
Netherlands,2020-02-24,0,0,0,0
Netherlands,2020-02-25,0,0,0,0
Netherlands,2020-02-26,0,0,0,0
Netherlands,2020-02-27,0,0,0,0
Netherlands,2020-02-28,0,0,0,0
Netherlands,2020-02-29,0,0,0,0
Netherlands,2020-03-01,0,0,0,0
Netherlands,2020-03-02,0,0,0,0
Netherlands,2020-03-03,0,0,0,0
Netherlands,2020-03-04,0,0,0,0
Netherlands,2020-03-05,0,0,0,0
Netherlands,2020-03-06,0,0,0,0
Netherlands,2020-03-07,0,0,0,0
Netherlands,2020-03-08,0,0,0,0
Netherlands,2020-03-09,0,0,0,0
Netherlands,2020-03-10,0,0,0,0
Netherlands,2020-03-11,0,0,0,0
Netherlands,2020-03-12,0,0,0,0
Netherlands,2020-03-13,2,0,2,0
Netherlands,2020-03-14,3,0,3,0
Netherlands,2020-03-15,3,0,3,0
Netherlands,2020-03-16,3,0,3,0
Netherlands,2020-03-17,6,0,6,0
Netherlands,2020-03-18,7,0,7,0
Netherlands,2020-03-19,7,1,6,0
Netherlands,2020-03-20,9,1,8,0
Netherlands,2020-03-21,9,1,8,0
Netherlands,2020-03-22,13,1,12,0
Netherlands,2020-03-23,15,1,14,0
Netherlands,2020-03-24,20,1,18,1
Netherlands,2020-03-25,26,1,24,1
Netherlands,2020-03-26,37,1,33,3
Netherlands,2020-03-27,44,1,40,3
Netherlands,2020-03-28,57,1,53,3
Netherlands,2020-03-29,64,1,60,3
Netherlands,2020-03-30,67,1,63,3
Netherlands,2020-03-31,72,1,68,3
Netherlands,2020-04-01,82,2,70,10
Netherlands,2020-04-02,91,2,79,10
Netherlands,2020-04-03,98,3,85,10
Netherlands,2020-04-04,100,5,83,12
Netherlands,2020-04-05,102,5,90,7
Netherlands,2020-04-06,123,7,108,8
Netherlands,2020-04-07,129,7,100,22
Netherlands,2020-04-08,133,7,104,22
Netherlands,2020-04-09,141,7,106,28
Netherlands,2020-04-10,152,9,106,37
Netherlands,2020-04-11,158,10,107,41
Netherlands,2020-04-12,159,10,104,45
Netherlands,2020-04-13,159,10,104,45
Netherlands,2020-04-14,161,10,104,47
Netherlands,2020-04-15,163,11,98,54
Netherlands,2020-04-16,169,12,96,61
Netherlands,2020-04-17,170,12,93,65
Netherlands,2020-04-18,177,12,98,67
Netherlands,2020-04-19,183,13,98,72
Netherlands,2020-04-20,183,13,98,72
Netherlands,2020-04-21,183,13,96,74
Netherlands,2020-04-22,190,14,75,101
Netherlands,2020-04-23,192,15,76,101
Netherlands,2020-04-24,194,15,77,102
Netherlands,2020-04-25,194,15,77,102
Netherlands,2020-04-26,195,16,62,117
Netherlands,2020-04-27,195,16,62,117
Netherlands,2020-04-28,196,16,63,117
Netherlands,2020-04-29,196,16,61,119
Netherlands,2020-04-30,196,16,55,125
Netherlands,2020-05-01,198,16,44,138
Netherlands,2020-05-02,198,16,44,138
Netherlands,2020-05-03,198,16,44,138
Netherlands,2020-05-04,198,16,44,138
Netherlands,2020-05-05,199,17,43,139
Netherlands,2020-05-06,199,17,36,146
Netherlands,2020-05-07,199,18,34,147
Netherlands,2020-05-08,199,18,34,147
Netherlands,2020-05-09,199,19,31,149
Netherlands,2020-05-10,199,19,31,149
Netherlands,2020-05-11,199,19,31,149
Netherlands,2020-05-12,199,19,31,149
Netherlands,2020-05-13,199,19,23,157
Netherlands,2020-05-14,199,19,21,159
Netherlands,2020-05-15,199,19,21,159
Netherlands,2020-05-16,200,19,14,167
Netherlands,2020-05-17,200,19,14,167
Netherlands,2020-05-18,200,19,14,167
Netherlands,2020-05-19,200,19,14,167
Netherlands,2020-05-20,200,19,12,169
Netherlands,2020-05-21,200,19,12,169
Netherlands,2020-05-22,200,19,7,174
Netherlands,2020-05-23,201,19,8,174
Netherlands,2020-05-24,201,19,8,174
Netherlands,2020-05-25,202,19,9,174
Netherlands,2020-05-26,202,19,9,174
Netherlands,2020-05-27,202,19,6,177
Netherlands,2020-05-28,202,19,5,178
Netherlands,2020-05-29,202,19,5,178
Netherlands,2020-05-30,203,19,6,178
Netherlands,2020-05-31,203,19,6,178
Netherlands,2020-06-01,204,19,6,179
Netherlands,2020-06-02,205,19,6,180
Netherlands,2020-06-03,206,19,7,180
Netherlands,2020-06-04,206,19,7,180
Netherlands,2020-06-05,206,19,6,181
Netherlands,2020-06-06,206,19,6,181
Netherlands,2020-06-07,206,19,6,181
Netherlands,2020-06-08,206,19,6,181
Netherlands,2020-06-09,206,19,6,181
Netherlands,2020-06-10,207,19,7,181
Netherlands,2020-06-11,207,19,7,181
Netherlands,2020-06-12,207,19,7,181
Netherlands,2020-06-13,207,19,7,181
Netherlands,2020-06-14,207,19,7,181
Netherlands,2020-06-15,207,19,2,186
Netherlands,2020-06-16,208,19,3,186
Netherlands,2020-06-17,208,19,3,186
Netherlands,2020-06-18,208,19,3,186
Netherlands,2020-06-19,208,19,3,186
Netherlands,2020-06-20,208,19,3,186
Netherlands,2020-06-21,208,19,3,186
Netherlands,2020-06-22,208,19,3,186
Netherlands,2020-06-23,208,19,3,186
Netherlands,2020-06-24,208,19,3,186
Netherlands,2020-06-25,208,19,3,186
Netherlands,2020-06-26,208,19,3,186
Netherlands,2020-06-27,208,19,3,186
Netherlands,2020-06-28,208,19,3,186
Netherlands,2020-06-29,210,19,5,186
Netherlands,2020-06-30,210,19,5,186
Netherlands,2020-07-01,210,19,5,186
Netherlands,2020-07-02,211,19,6,186
Netherlands,2020-07-03,211,19,6,186
Netherlands,2020-07-04,213,19,7,187
Netherlands,2020-07-05,213,19,7,187
Netherlands,2020-07-06,213,19,7,187
Netherlands,2020-07-07,213,19,7,187
Netherlands,2020-07-08,213,19,7,187
Netherlands,2020-07-09,215,19,4,192
Netherlands,2020-07-10,215,19,4,192
Netherlands,2020-07-11,215,19,3,193
Netherlands,2020-07-12,215,19,3,193
United Kingdom,2020-01-22,0,0,0,0
United Kingdom,2020-01-23,0,0,0,0
United Kingdom,2020-01-24,0,0,0,0
United Kingdom,2020-01-25,0,0,0,0
United Kingdom,2020-01-26,0,0,0,0
United Kingdom,2020-01-27,0,0,0,0
United Kingdom,2020-01-28,0,0,0,0
United Kingdom,2020-01-29,0,0,0,0
United Kingdom,2020-01-30,0,0,0,0
United Kingdom,2020-01-31,0,0,0,0
United Kingdom,2020-02-01,0,0,0,0
United Kingdom,2020-02-02,0,0,0,0
United Kingdom,2020-02-03,0,0,0,0
United Kingdom,2020-02-04,0,0,0,0
United Kingdom,2020-02-05,0,0,0,0
United Kingdom,2020-02-06,0,0,0,0
United Kingdom,2020-02-07,0,0,0,0
United Kingdom,2020-02-08,0,0,0,0
United Kingdom,2020-02-09,0,0,0,0
United Kingdom,2020-02-10,0,0,0,0
United Kingdom,2020-02-11,0,0,0,0
United Kingdom,2020-02-12,0,0,0,0
United Kingdom,2020-02-13,0,0,0,0
United Kingdom,2020-02-14,0,0,0,0
United Kingdom,2020-02-15,0,0,0,0
United Kingdom,2020-02-16,0,0,0,0
United Kingdom,2020-02-17,0,0,0,0
United Kingdom,2020-02-18,0,0,0,0
United Kingdom,2020-02-19,0,0,0,0
United Kingdom,2020-02-20,0,0,0,0
United Kingdom,2020-02-21,0,0,0,0
United Kingdom,2020-02-22,0,0,0,0
United Kingdom,2020-02-23,0,0,0,0
United Kingdom,2020-02-24,0,0,0,0
United Kingdom,2020-02-25,0,0,0,0
United Kingdom,2020-02-26,0,0,0,0
United Kingdom,2020-02-27,0,0,0,0
United Kingdom,2020-02-28,0,0,0,0
United Kingdom,2020-02-29,0,0,0,0
United Kingdom,2020-03-01,0,0,0,0
United Kingdom,2020-03-02,0,0,0,0
United Kingdom,2020-03-03,0,0,0,0
United Kingdom,2020-03-04,1,0,1,0
United Kingdom,2020-03-05,1,0,1,0
United Kingdom,2020-03-06,1,0,1,0
United Kingdom,2020-03-07,1,0,1,0
United Kingdom,2020-03-08,1,0,1,0
United Kingdom,2020-03-09,1,0,1,0
United Kingdom,2020-03-10,2,0,1,1
United Kingdom,2020-03-11,3,0,2,1
United Kingdom,2020-03-12,3,0,2,1
United Kingdom,2020-03-13,4,0,3,1
United Kingdom,2020-03-14,4,0,3,1
United Kingdom,2020-03-15,5,0,4,1
United Kingdom,2020-03-16,8,1,6,1
United Kingdom,2020-03-17,10,1,8,1
United Kingdom,2020-03-18,16,1,13,2
United Kingdom,2020-03-19,27,1,24,2
United Kingdom,2020-03-20,31,1,28,2
United Kingdom,2020-03-21,49,1,46,2
United Kingdom,2020-03-22,62,1,59,2
United Kingdom,2020-03-23,76,1,73,2
United Kingdom,2020-03-24,87,1,81,5
United Kingdom,2020-03-25,111,1,105,5
United Kingdom,2020-03-26,154,2,137,15
United Kingdom,2020-03-27,202,2,184,16
United Kingdom,2020-03-28,223,2,205,16
United Kingdom,2020-03-29,258,3,239,16
United Kingdom,2020-03-30,312,3,273,36
United Kingdom,2020-03-31,331,4,283,44
United Kingdom,2020-04-01,391,5,342,44
United Kingdom,2020-04-02,455,5,393,57
United Kingdom,2020-04-03,521,6,442,73
United Kingdom,2020-04-04,574,7,487,80
United Kingdom,2020-04-05,630,9,527,94
United Kingdom,2020-04-06,671,12,507,152
United Kingdom,2020-04-07,707,12,505,190
United Kingdom,2020-04-08,741,14,517,210
United Kingdom,2020-04-09,795,15,556,224
United Kingdom,2020-04-10,847,16,587,244
United Kingdom,2020-04-11,883,17,588,278
United Kingdom,2020-04-12,927,17,628,282
United Kingdom,2020-04-13,949,18,627,304
United Kingdom,2020-04-14,972,22,627,323
United Kingdom,2020-04-15,1007,26,613,368
United Kingdom,2020-04-16,1052,30,647,375
United Kingdom,2020-04-17,1077,31,652,394
United Kingdom,2020-04-18,1097,34,649,414
United Kingdom,2020-04-19,1105,35,634,436
United Kingdom,2020-04-20,1113,41,626,446
United Kingdom,2020-04-21,1128,41,449,638
United Kingdom,2020-04-22,1143,51,409,683
United Kingdom,2020-04-23,1168,53,403,712
United Kingdom,2020-04-24,1176,61,391,724
United Kingdom,2020-04-25,1192,62,356,774
United Kingdom,2020-04-26,1197,62,357,778
United Kingdom,2020-04-27,1199,65,327,807
United Kingdom,2020-04-28,1205,67,325,813
United Kingdom,2020-04-29,1220,69,294,857
United Kingdom,2020-04-30,1228,71,298,859
United Kingdom,2020-05-01,1231,73,266,892
United Kingdom,2020-05-02,1240,74,270,896
United Kingdom,2020-05-03,1243,74,268,901
United Kingdom,2020-05-04,1248,75,263,910
United Kingdom,2020-05-05,1253,74,253,926
United Kingdom,2020-05-06,1258,74,250,934
United Kingdom,2020-05-07,1262,74,218,970
United Kingdom,2020-05-08,1265,75,193,997
United Kingdom,2020-05-09,1265,75,189,1001
United Kingdom,2020-05-10,1266,75,189,1002
United Kingdom,2020-05-11,1272,76,181,1015
United Kingdom,2020-05-12,1278,77,178,1023
United Kingdom,2020-05-13,1280,78,170,1032
United Kingdom,2020-05-14,1289,79,167,1043
United Kingdom,2020-05-15,1293,80,166,1047
United Kingdom,2020-05-16,1300,80,162,1058
United Kingdom,2020-05-17,1300,80,162,1058
United Kingdom,2020-05-18,1303,80,133,1090
United Kingdom,2020-05-19,1320,81,140,1099
United Kingdom,2020-05-20,1326,82,128,1116
United Kingdom,2020-05-21,1338,82,122,1134
United Kingdom,2020-05-22,1349,82,125,1142
United Kingdom,2020-05-23,1350,82,119,1149
United Kingdom,2020-05-24,1357,82,124,1151
United Kingdom,2020-05-25,1363,82,120,1161
United Kingdom,2020-05-26,1372,82,129,1161
United Kingdom,2020-05-27,1379,82,131,1166
United Kingdom,2020-05-28,1381,82,132,1167
United Kingdom,2020-05-29,1385,82,131,1172
United Kingdom,2020-05-30,1393,82,124,1187
United Kingdom,2020-05-31,1394,82,122,1190
United Kingdom,2020-06-01,1404,82,101,1221
United Kingdom,2020-06-02,1407,83,100,1224
United Kingdom,2020-06-03,1414,83,119,1212
United Kingdom,2020-06-04,1418,83,116,1219
United Kingdom,2020-06-05,1423,83,112,1228
United Kingdom,2020-06-06,1426,83,113,1230
United Kingdom,2020-06-07,1427,83,105,1239
United Kingdom,2020-06-08,1435,83,97,1255
United Kingdom,2020-06-09,1441,85,99,1257
United Kingdom,2020-06-10,1445,85,91,1269
United Kingdom,2020-06-11,1451,85,88,1278
United Kingdom,2020-06-12,1452,85,85,1282
United Kingdom,2020-06-13,1453,85,85,1283
United Kingdom,2020-06-14,1453,85,85,1283
United Kingdom,2020-06-15,1458,85,89,1284
United Kingdom,2020-06-16,1464,85,86,1293
United Kingdom,2020-06-17,1466,85,77,1304
United Kingdom,2020-06-18,1466,85,68,1313
United Kingdom,2020-06-19,1470,85,66,1319
United Kingdom,2020-06-20,1470,85,66,1319
United Kingdom,2020-06-21,1472,85,68,1319
United Kingdom,2020-06-22,1472,84,66,1322
United Kingdom,2020-06-23,1472,84,58,1330
United Kingdom,2020-06-24,1475,84,46,1345
United Kingdom,2020-06-25,1475,84,30,1361
United Kingdom,2020-06-26,1476,84,29,1363
United Kingdom,2020-06-27,1477,84,29,1364
United Kingdom,2020-06-28,1489,84,41,1364
United Kingdom,2020-06-29,1505,84,53,1368
United Kingdom,2020-06-30,1506,85,51,1370
United Kingdom,2020-07-01,1509,85,52,1372
United Kingdom,2020-07-02,1511,85,53,1373
United Kingdom,2020-07-03,1511,85,51,1375
United Kingdom,2020-07-04,1512,85,52,1375
United Kingdom,2020-07-05,1515,85,55,1375
United Kingdom,2020-07-06,1522,85,62,1375
United Kingdom,2020-07-07,1525,85,65,1375
United Kingdom,2020-07-08,1532,85,69,1378
United Kingdom,2020-07-09,1533,85,70,1378
United Kingdom,2020-07-10,1545,85,82,1378
United Kingdom,2020-07-11,1551,85,88,1378
United Kingdom,2020-07-12,1551,85,88,1378
